joint,x,y,z,jointname,time
0,422.8163,232.1684,1273.5175,HEAD,112352
1,294.347,43.442085,1210.0142,NECK,112352
2,153.51906,52.218773,1195.5587,LEFT_SHOULDER,112352
3,435.17493,34.665398,1224.4696,RIGHT_SHOULDER,112352
4,92.81682,-130.98987,1153.861,LEFT_ELBOW,112352
5,478.68738,-102.99189,1210.0918,RIGHT_ELBOW,112352
6,140.73247,-340.78088,1041.7344,LEFT_HAND,112352
7,614.3934,-298.09933,1180.2084,RIGHT_HAND,112352
8,289.9488,-91.63154,1170.8514,TORSO,112352
9,206.36934,-221.77042,1123.5612,LEFT_HIP,112352
10,364.73187,-231.6399,1139.8163,RIGHT_HIP,112352
11,171.4054,-527.52295,1175.146,LEFT_KNEE,112352
12,350.95682,-543.3502,1143.6846,RIGHT_KNEE,112352
13,212.32153,-809.2186,1269.9917,LEFT_FOOT,112352
14,337.93127,-827.93146,1237.8445,RIGHT_FOOT,112352
0,406.24854,205.27016,1285.4839,HEAD,112352
1,311.4188,-24.934021,1249.8201,NECK,112352
2,175.24963,15.370644,1144.7378,LEFT_SHOULDER,112352
3,447.58795,-65.23869,1354.9023,RIGHT_SHOULDER,112352
4,105.00254,-175.92459,1092.4695,LEFT_ELBOW,112352
5,539.39856,-196.9495,1519.2017,RIGHT_ELBOW,112352
6,24.615234,-324.9521,1260.8684,LEFT_HAND,112352
7,694.338,-289.27582,1379.6869,RIGHT_HAND,112352
8,284.2751,-153.15382,1235.8146,TORSO,112352
9,195.2336,-263.05252,1174.0424,LEFT_HIP,112352
10,319.02914,-299.69473,1269.5758,RIGHT_HIP,112352
11,135.47331,-569.19135,1191.4917,LEFT_KNEE,112352
12,349.02063,-581.3318,1137.7507,RIGHT_KNEE,112352
13,207.34152,-849.41034,1272.3988,LEFT_FOOT,112352
14,340.94916,-866.3701,1232.2054,RIGHT_FOOT,112352
0,374.38385,199.24062,1334.1649,HEAD,112352
1,261.4964,6.7211456,1299.2242,NECK,112352
2,175.60321,35.540283,1177.0554,LEFT_SHOULDER,112352
3,347.38956,-22.097992,1421.3931,RIGHT_SHOULDER,112352
4,69.816635,-136.51538,1151.5144,LEFT_ELBOW,112352
5,430.36172,-222.08028,1342.0983,RIGHT_ELBOW,112352
6,152.62012,-355.06323,1019.6961,LEFT_HAND,112352
7,604.3685,-303.63956,1542.9188,RIGHT_HAND,112352
8,249.57051,-139.87079,1273.0284,TORSO,112352
9,188.95389,-270.12585,1177.5781,LEFT_HIP,112352
10,286.3354,-302.7996,1316.0872,RIGHT_HIP,112352
11,309.2496,-556.38763,1139.2657,LEFT_KNEE,112352
12,316.25113,-591.97437,1200.4684,RIGHT_KNEE,112352
13,260.3598,-838.4011,1231.8839,LEFT_FOOT,112352
14,309.1269,-876.3147,1298.4468,RIGHT_FOOT,112352
0,157.33255,221.53635,1392.1577,HEAD,112352
1,129.26237,36.074944,1328.2712,NECK,112352
2,-36.620434,84.16823,1243.4504,LEFT_SHOULDER,112352
3,295.14517,-12.018341,1413.092,RIGHT_SHOULDER,112352
4,-105.57736,-134.33713,1257.6696,LEFT_ELBOW,112352
5,244.08484,-52.962334,1272.333,RIGHT_ELBOW,112352
6,-122.06812,-362.02432,1150.2815,LEFT_HAND,112352
7,279.95157,-280.76385,1042.4222,RIGHT_HAND,112352
8,113.91285,-96.23168,1283.2723,TORSO,112352
9,19.080326,-205.49434,1197.6313,LEFT_HIP,112352
10,178.04631,-251.58228,1278.9155,RIGHT_HIP,112352
11,217.41959,-444.98242,1163.1097,LEFT_KNEE,112352
12,292.52838,-536.7529,1220.1252,RIGHT_KNEE,112352
13,174.22255,-726.43005,1260.1726,LEFT_FOOT,112352
14,281.36508,-817.6665,1327.1902,RIGHT_FOOT,112352
0,35.004055,221.62709,1435.1946,HEAD,112352
1,18.801271,-7.8254395,1301.5929,NECK,112352
2,-114.51666,-13.82962,1274.1288,LEFT_SHOULDER,112352
3,152.1192,-1.8212585,1329.057,RIGHT_SHOULDER,112352
4,-174.4894,-213.52837,1275.1804,LEFT_ELBOW,112352
5,189.77132,-173.93188,1450.0306,RIGHT_ELBOW,112352
6,-207.88991,-443.7619,1181.1471,LEFT_HAND,112352
7,291.62433,-415.15363,1377.3452,RIGHT_HAND,112352
8,27.51803,-150.10216,1290.3839,TORSO,112352
9,-31.914505,-295.4481,1265.1359,LEFT_HIP,112352
10,104.38408,-289.30966,1293.214,RIGHT_HIP,112352
11,173.65443,-527.8709,1221.8981,LEFT_KNEE,112352
12,289.18732,-518.7465,1186.6543,RIGHT_KNEE,112352
13,140.6009,-811.88885,1316.6876,LEFT_FOOT,112352
14,276.77148,-799.9475,1293.9651,RIGHT_FOOT,112352
0,74.93142,220.52626,1445.5562,HEAD,112352
1,47.935116,6.5208893,1303.1128,NECK,112352
2,-90.86491,4.039398,1280.9084,LEFT_SHOULDER,112352
3,186.73514,9.00238,1325.3171,RIGHT_SHOULDER,112352
4,-149.22783,-184.23335,1303.6615,LEFT_ELBOW,112352
5,224.66052,-166.40382,1441.3805,RIGHT_ELBOW,112352
6,-173.06981,-431.05667,1193.8596,LEFT_HAND,112352
7,344.7034,-410.5758,1338.4841,RIGHT_HAND,112352
8,51.602512,-139.9849,1296.5608,TORSO,112352
9,-23.87743,-287.9057,1277.3473,LEFT_HIP,112352
10,134.41724,-285.07568,1302.6703,RIGHT_HIP,112352
11,155.65929,-541.11194,1234.9014,LEFT_KNEE,112352
12,279.69855,-536.80865,1185.7416,RIGHT_KNEE,112352
13,126.10061,-825.052,1331.0686,LEFT_FOOT,112352
14,268.6808,-816.6106,1296.7969,RIGHT_FOOT,112352
0,88.574425,222.80669,1452.0232,HEAD,112352
1,60.378067,9.385315,1307.3276,NECK,112352
2,-78.60104,11.752716,1283.8857,LEFT_SHOULDER,112352
3,199.35718,7.017914,1330.7695,RIGHT_SHOULDER,112352
4,-139.5088,-173.05365,1315.8347,LEFT_ELBOW,112352
5,241.93713,-168.81476,1434.194,RIGHT_ELBOW,112352
6,-173.86755,-424.24762,1199.1659,LEFT_HAND,112352
7,347.24207,-417.16003,1335.9408,RIGHT_HAND,112352
8,59.164516,-137.36409,1299.702,TORSO,112352
9,-20.738752,-282.77307,1278.8037,LEFT_HIP,112352
10,136.64069,-285.45392,1305.3491,RIGHT_HIP,112352
11,137.06258,-551.1675,1243.9951,LEFT_KNEE,112352
12,265.25317,-547.3155,1191.1746,RIGHT_KNEE,112352
13,111.90658,-835.31573,1340.7977,LEFT_FOOT,112352
14,255.16685,-825.6355,1305.9789,RIGHT_FOOT,112352
0,93.64448,224.12466,1459.2213,HEAD,112352
1,65.06758,7.9265747,1311.9519,NECK,112352
2,-73.90373,12.641235,1284.0308,LEFT_SHOULDER,112352
3,204.0389,3.211914,1339.873,RIGHT_SHOULDER,112352
4,-136.88042,-172.07759,1323.1432,LEFT_ELBOW,112352
5,249.03476,-170.90283,1426.1703,RIGHT_ELBOW,112352
6,-170.23811,-425.82663,1206.133,LEFT_HAND,112352
7,348.4171,-420.40277,1328.3483,RIGHT_HAND,112352
8,61.970062,-138.06834,1302.7169,TORSO,112352
9,-19.698282,-281.3977,1277.696,LEFT_HIP,112352
10,137.44337,-286.72882,1309.2678,RIGHT_HIP,112352
11,120.2665,-560.411,1251.0525,LEFT_KNEE,112352
12,251.08475,-557.6206,1200.4022,RIGHT_KNEE,112352
13,99.79138,-845.44385,1346.346,LEFT_FOOT,112352
14,241.94873,-835.3519,1316.702,RIGHT_FOOT,112352
0,96.20884,224.39417,1459.2567,HEAD,112352
1,68.35629,4.504364,1304.6929,NECK,112352
2,-70.86899,9.847549,1273.7666,LEFT_SHOULDER,112352
3,207.58157,-0.8388214,1335.6191,RIGHT_SHOULDER,112352
4,-136.47186,-170.99818,1326.9845,LEFT_ELBOW,112352
5,253.59201,-177.27557,1420.7804,RIGHT_ELBOW,112352
6,-169.96042,-420.47144,1203.6868,LEFT_HAND,112352
7,350.06055,-425.95605,1325.8143,RIGHT_HAND,112352
8,64.04373,-140.31845,1299.086,TORSO,112352
9,-18.765041,-282.12872,1276.0427,LEFT_HIP,112352
10,138.22739,-288.1538,1310.9158,RIGHT_HIP,112352
11,105.38847,-570.1544,1257.9968,LEFT_KNEE,112352
12,238.60382,-566.7631,1206.035,RIGHT_KNEE,112352
13,89.23317,-856.6063,1352.5309,LEFT_FOOT,112352
14,226.94868,-846.25916,1320.0459,RIGHT_FOOT,112352
0,95.968864,224.04533,1462.7999,HEAD,112352
1,68.33882,4.333084,1308.0487,NECK,112352
2,-72.75107,9.213135,1278.0125,LEFT_SHOULDER,112352
3,209.42871,-0.54696655,1338.085,RIGHT_SHOULDER,112352
4,-137.07257,-175.26764,1329.6761,LEFT_ELBOW,112352
5,256.75406,-177.51018,1417.7085,RIGHT_ELBOW,112352
6,-166.4993,-423.38428,1205.5978,LEFT_HAND,112352
7,351.76227,-428.6051,1321.0345,RIGHT_HAND,112352
8,65.3081,-140.59471,1298.7382,TORSO,112352
9,-17.904072,-282.74918,1272.358,LEFT_HIP,112352
10,142.4588,-288.29584,1306.4972,RIGHT_HIP,112352
11,90.584564,-577.443,1263.1769,LEFT_KNEE,112352
12,227.09172,-575.68176,1211.9183,RIGHT_KNEE,112352
13,78.85075,-864.2334,1357.336,LEFT_FOOT,112352
14,213.78671,-856.2655,1323.0403,RIGHT_FOOT,112352
0,95.35925,223.54997,1465.845,HEAD,112352
1,68.12793,4.5149536,1309.2141,NECK,112352
2,-73.6635,8.846298,1280.5934,LEFT_SHOULDER,112352
3,209.91934,0.18360901,1337.8348,RIGHT_SHOULDER,112352
4,-137.14691,-177.38644,1329.3341,LEFT_ELBOW,112352
5,257.05112,-180.05986,1417.4429,RIGHT_ELBOW,112352
6,-162.96257,-421.85767,1202.6766,LEFT_HAND,112352
7,349.57404,-426.79547,1325.356,RIGHT_HAND,112352
8,65.830925,-140.84389,1298.5958,TORSO,112352
9,-17.29979,-283.73346,1271.6611,LEFT_HIP,112352
10,144.36765,-288.672,1304.294,RIGHT_HIP,112352
11,77.17209,-583.35266,1270.2523,LEFT_KNEE,112352
12,216.22906,-581.1958,1215.051,RIGHT_KNEE,112352
13,69.50705,-870.24585,1364.5175,LEFT_FOOT,112352
14,201.85721,-863.17035,1322.4575,RIGHT_FOOT,112352
0,96.435074,223.42009,1466.451,HEAD,112352
1,67.11374,3.802246,1309.4346,NECK,112352
2,-75.09827,7.71434,1280.4507,LEFT_SHOULDER,112352
3,209.32573,-0.10984802,1338.4185,RIGHT_SHOULDER,112352
4,-137.93132,-179.02763,1327.8605,LEFT_ELBOW,112352
5,256.68237,-184.63387,1415.687,RIGHT_ELBOW,112352
6,-156.03249,-421.7839,1195.8711,LEFT_HAND,112352
7,351.3722,-428.26904,1325.0059,RIGHT_HAND,112352
8,65.36906,-141.48128,1298.3853,TORSO,112352
9,-17.186178,-284.5418,1270.8662,LEFT_HIP,112352
10,144.43494,-288.9878,1303.8057,RIGHT_HIP,112352
