joint,x,y,z,jointname,time
0,71.34605,426.11908,1312.5062,HEAD,15242
1,62.58342,280.8909,1247.4685,NECK,15242
2,-67.03151,278.48505,1244.665,LEFT_SHOULDER,15242
3,192.19833,283.29675,1250.272,RIGHT_SHOULDER,15242
4,-189.6802,131.31929,1171.4653,LEFT_ELBOW,15242
5,294.786,123.15613,1353.6757,RIGHT_ELBOW,15242
6,-243.38351,230.74924,915.0461,LEFT_HAND,15242
7,571.61536,215.43982,1191.1981,RIGHT_HAND,15242
8,66.03391,123.793594,1222.7526,TORSO,15242
9,-28.521475,-35.12284,1195.9169,LEFT_HIP,15242
10,167.4903,-31.484581,1200.1564,RIGHT_HIP,15242
11,-24.442184,-390.94626,1202.8014,LEFT_KNEE,15242
12,180.0561,-392.09097,1218.477,RIGHT_KNEE,15242
13,-0.7563553,-722.06885,1285.9541,LEFT_FOOT,15242
14,159.59473,-709.57275,1309.8295,RIGHT_FOOT,15242
0,69.114136,424.3051,1312.5475,HEAD,15242
1,58.472755,271.7974,1252.8652,NECK,15242
2,-72.03509,266.23907,1257.5836,LEFT_SHOULDER,15242
3,188.98059,277.35574,1248.1469,RIGHT_SHOULDER,15242
4,-188.94513,130.03554,1162.5583,LEFT_ELBOW,15242
5,307.09528,128.46362,1350.2054,RIGHT_ELBOW,15242
6,-228.48996,258.53024,924.5895,LEFT_HAND,15242
7,553.20123,248.84088,1184.569,RIGHT_HAND,15242
8,64.03261,118.15737,1225.6578,TORSO,15242
9,-29.036108,-39.683258,1202.0162,LEFT_HIP,15242
10,168.22104,-31.282059,1194.8846,RIGHT_HIP,15242
11,-23.965712,-354.14197,1204.2106,LEFT_KNEE,15242
12,180.66396,-386.37024,1215.914,RIGHT_KNEE,15242
13,1.3478203,-698.1604,1292.9296,LEFT_FOOT,15242
14,152.43169,-713.1262,1313.6924,RIGHT_FOOT,15242
0,101.38028,420.27832,1321.4548,HEAD,15242
1,57.64534,270.1552,1258.5828,NECK,15242
2,-72.685684,263.47437,1264.81,LEFT_SHOULDER,15242
3,187.97636,276.83603,1252.3555,RIGHT_SHOULDER,15242
4,-188.23303,131.76634,1157.7083,LEFT_ELBOW,15242
5,302.92618,127.11734,1352.842,RIGHT_ELBOW,15242
6,-206.2734,282.803,940.60913,LEFT_HAND,15242
7,524.6833,272.58173,1176.1208,RIGHT_HAND,15242
8,64.02587,117.322426,1228.158,TORSO,15242
9,-27.477097,-40.52791,1202.4102,LEFT_HIP,15242
10,168.2899,-30.492798,1193.0562,RIGHT_HIP,15242
11,-21.874546,-353.43945,1207.0297,LEFT_KNEE,15242
12,181.02934,-387.02026,1216.0991,RIGHT_KNEE,15242
13,13.387978,-545.7997,1260.2383,LEFT_FOOT,15242
14,151.85522,-713.2186,1310.8108,RIGHT_FOOT,15242
0,120.23198,421.5958,1323.8054,HEAD,15242
1,55.051174,281.25027,1288.2035,NECK,15242
2,-82.92761,273.33752,1291.4974,LEFT_SHOULDER,15242
3,193.02997,289.16302,1284.9095,RIGHT_SHOULDER,15242
4,-187.9151,128.38612,1160.2546,LEFT_ELBOW,15242
5,312.42117,141.645,1351.7462,RIGHT_ELBOW,15242
6,-191.36378,287.91724,960.0495,LEFT_HAND,15242
7,499.2302,310.1033,1166.5787,RIGHT_HAND,15242
8,63.073303,122.89657,1243.8401,TORSO,15242
9,-27.113361,-41.089195,1201.8212,LEFT_HIP,15242
10,169.30423,-29.825104,1197.1322,RIGHT_HIP,15242
11,-17.206179,-356.88403,1204.6312,LEFT_KNEE,15242
12,182.20998,-384.77435,1221.8619,RIGHT_KNEE,15242
13,13.1531105,-522.7571,1250.5643,LEFT_FOOT,15242
14,156.46063,-714.1853,1311.465,RIGHT_FOOT,15242
0,140.09598,419.3828,1322.7483,HEAD,15242
1,52.036804,283.2276,1294.4274,NECK,15242
2,-87.906784,271.42175,1304.3788,LEFT_SHOULDER,15242
3,191.98038,295.03345,1284.476,RIGHT_SHOULDER,15242
4,-186.51959,124.61107,1155.686,LEFT_ELBOW,15242
5,317.54172,152.40799,1356.8015,RIGHT_ELBOW,15242
6,-162.70476,288.65805,980.77466,LEFT_HAND,15242
7,466.36044,338.23355,1165.9474,RIGHT_HAND,15242
8,62.03228,124.67701,1246.8948,TORSO,15242
9,-25.618149,-42.111145,1206.3058,LEFT_HIP,15242
10,169.67368,-25.636032,1192.4186,RIGHT_HIP,15242
11,-13.369316,-348.6792,1209.5067,LEFT_KNEE,15242
12,183.18979,-379.9897,1225.2394,RIGHT_KNEE,15242
13,13.826593,-497.69818,1246.6035,LEFT_FOOT,15242
14,160.19417,-712.1364,1305.2888,RIGHT_FOOT,15242
0,138.7392,418.71234,1322.8481,HEAD,15242
1,53.223278,285.35107,1306.5596,NECK,15242
2,-87.76119,273.25183,1315.7032,LEFT_SHOULDER,15242
3,194.20773,297.45032,1297.4159,RIGHT_SHOULDER,15242
4,-165.6158,118.04639,1183.6578,LEFT_ELBOW,15242
5,321.7137,153.79561,1350.478,RIGHT_ELBOW,15242
6,-137.52322,296.56693,1004.44574,LEFT_HAND,15242
7,426.19324,351.13513,1157.2701,RIGHT_HAND,15242
8,63.467243,125.713905,1253.2714,TORSO,15242
9,-23.17123,-42.23768,1206.2665,LEFT_HIP,15242
10,170.59366,-25.608826,1193.6998,RIGHT_HIP,15242
