joint,x,y,z,jointname,time
0,-132.00273,646.2446,861.4109,HEAD,173853
1,-101.44429,421.64554,912.28754,NECK,173853
2,-153.93236,442.37344,1043.6647,LEFT_SHOULDER,173853
3,-48.956223,400.91763,780.9104,RIGHT_SHOULDER,173853
4,-152.2366,193.26807,1133.8331,LEFT_ELBOW,173853
5,-11.743023,168.59177,775.722,RIGHT_ELBOW,173853
6,-277.59796,45.547836,1111.5844,LEFT_HAND,173853
7,-102.24873,-46.016235,741.9701,RIGHT_HAND,173853
8,-93.214294,261.86493,940.78485,TORSO,173853
9,-113.079834,113.17944,1039.605,LEFT_HIP,173853
10,-56.888775,90.9892,898.95935,RIGHT_HIP,173853
11,-156.40706,-178.59229,1121.9462,LEFT_KNEE,173853
12,-55.415573,-266.78757,859.59564,RIGHT_KNEE,173853
13,-48.78263,-596.08167,1222.6167,LEFT_FOOT,173853
14,-22.260582,-609.1205,898.2041,RIGHT_FOOT,173853
0,-130.48903,644.17175,865.2961,HEAD,173853
1,-100.921524,417.80444,922.6021,NECK,173853
2,-158.743,436.89212,1047.9703,LEFT_SHOULDER,173853
3,-43.100044,398.7168,797.23376,RIGHT_SHOULDER,173853
4,-158.27461,190.41048,1142.1073,LEFT_ELBOW,173853
5,93.22912,171.17317,844.1113,RIGHT_ELBOW,173853
6,-285.68176,36.699432,1193.264,LEFT_HAND,173853
7,-93.4936,-37.153976,731.16925,RIGHT_HAND,173853
8,-92.60227,260.2355,950.4293,TORSO,173853
9,-115.5519,112.98886,1046.0537,LEFT_HIP,173853
10,-53.014137,92.344284,910.4594,RIGHT_HIP,173853
11,-156.16278,-181.63202,1128.2329,LEFT_KNEE,173853
12,-57.438755,-214.93913,869.03033,RIGHT_KNEE,173853
13,-53.80594,-592.153,1229.79,LEFT_FOOT,173853
14,-18.32214,-617.04486,913.32324,RIGHT_FOOT,173853
0,-130.95964,646.2811,869.0224,HEAD,173853
1,-100.37712,418.41583,930.60815,NECK,173853
2,-165.06686,437.24753,1049.5367,LEFT_SHOULDER,173853
3,-35.68737,399.58414,811.67957,RIGHT_SHOULDER,173853
4,-165.98161,193.10722,1149.0044,LEFT_ELBOW,173853
5,105.0259,158.63689,870.88446,RIGHT_ELBOW,173853
6,-286.59753,38.38736,1191.9905,LEFT_HAND,173853
7,-72.79197,-20.31488,734.2486,RIGHT_HAND,173853
8,-91.29319,262.96555,960.16394,TORSO,173853
9,-116.99818,117.64258,1053.6772,LEFT_HIP,173853
10,-47.42034,97.387924,925.7622,RIGHT_HIP,173853
11,-154.49281,-181.07639,1133.4664,LEFT_KNEE,173853
12,-53.47898,-213.94682,885.8862,RIGHT_KNEE,173853
13,-52.971375,-586.7212,1232.148,LEFT_FOOT,173853
14,-19.973396,-613.57874,916.34094,RIGHT_FOOT,173853
0,-130.31647,645.7248,873.6741,HEAD,173853
1,-99.3221,417.88153,941.3366,NECK,173853
2,-172.09453,438.98938,1048.6552,LEFT_SHOULDER,173853
3,-26.549677,396.77362,834.018,RIGHT_SHOULDER,173853
4,-176.2648,198.57465,1154.8119,LEFT_ELBOW,173853
