joint,x,y,z,jointname,time,voiceover
0,-294.76483,433.42715,3320.6638,HEAD,113323,0
1,-291.55283,195.70793,3262.1553,NECK,113323,0
2,-443.02176,194.11774,3264.9622,LEFT_SHOULDER,113323,0
3,-140.08388,197.29814,3259.3484,RIGHT_SHOULDER,113323,0
4,-443.0218,-88.7825,3264.9624,LEFT_ELBOW,113323,0
5,-140.08377,-85.6021,3259.3486,RIGHT_ELBOW,113323,0
6,-443.09286,-371.68176,3264.2268,LEFT_HAND,113323,0
7,-139.99504,-368.50165,3258.7468,RIGHT_HAND,113323,0
8,-290.5288,14.17945,3214.5684,TORSO,113323,0
9,-389.06638,-168.39429,3168.8264,LEFT_HIP,113323,0
10,-189.9432,-166.30379,3165.1365,RIGHT_HIP,113323,0
11,-381.20456,-599.0038,3209.3953,LEFT_KNEE,113323,0
12,-157.64294,-596.6006,3194.7957,RIGHT_KNEE,113323,0
13,-377.25482,-968.0744,3078.5076,LEFT_FOOT,113323,0
14,-158.25233,-957.3807,3046.7388,RIGHT_FOOT,113323,0
0,-294.56226,430.45953,3320.9812,HEAD,113323,0
1,-291.33487,192.38461,3260.2468,NECK,113323,0
2,-442.82434,190.79474,3261.5515,LEFT_SHOULDER,113323,0
3,-139.8454,193.97449,3258.9421,RIGHT_SHOULDER,113323,0
4,-442.8243,-92.1055,3261.5518,LEFT_ELBOW,113323,0
5,-139.84538,-88.92575,3258.9424,RIGHT_ELBOW,113323,0
6,-442.88828,-375.00494,3260.8896,LEFT_HAND,113323,0
7,-139.76556,-371.82547,3258.401,RIGHT_HAND,113323,0
8,-289.8464,11.0180235,3212.0586,TORSO,113323,0
9,-388.04633,-171.39479,3164.729,LEFT_HIP,113323,0
10,-188.66956,-169.30234,3163.0117,RIGHT_HIP,113323,0
11,-377.55145,-601.3997,3210.7383,LEFT_KNEE,113323,0
12,-157.53024,-599.65405,3194.0854,RIGHT_KNEE,113323,0
13,-377.87115,-973.3669,3076.6497,LEFT_FOOT,113323,0
14,-156.89943,-960.1675,3045.3694,RIGHT_FOOT,113323,0
0,-294.0695,430.99658,3321.642,HEAD,113323,0
1,-291.40372,194.69656,3259.7808,NECK,113323,0
2,-442.90097,193.51743,3260.5005,LEFT_SHOULDER,113323,0
3,-139.90648,195.87572,3259.061,RIGHT_SHOULDER,113323,0
4,-442.90088,-89.38281,3260.5007,LEFT_ELBOW,113323,0
5,-139.90651,-87.02452,3259.061,RIGHT_ELBOW,113323,0
6,-442.95847,-372.28238,3259.9048,LEFT_HAND,113323,0
7,-139.83473,-369.92432,3258.5735,RIGHT_HAND,113323,0
8,-290.22388,13.440815,3211.1685,TORSO,113323,0
9,-388.80737,-168.59143,3163.03,LEFT_HIP,113323,0
10,-189.2807,-167.03845,3162.0823,RIGHT_HIP,113323,0
11,-381.43582,-597.6183,3217.5005,LEFT_KNEE,113323,0
12,-162.11969,-597.5063,3195.3967,RIGHT_KNEE,113323,0
13,-377.84595,-966.0408,3080.8997,LEFT_FOOT,113323,0
14,-157.86337,-950.4785,3048.5405,RIGHT_FOOT,113323,0
0,-293.58078,430.87726,3320.4675,HEAD,113323,0
1,-290.60312,194.3912,3260.0276,NECK,113323,0
2,-442.04794,194.4239,3255.806,LEFT_SHOULDER,113323,0
3,-139.15828,194.3585,3264.2493,RIGHT_SHOULDER,113323,0
4,-442.04782,-88.47633,3255.8062,LEFT_ELBOW,113323,0
5,-139.15839,-88.54173,3264.2493,RIGHT_ELBOW,113323,0
6,-442.09967,-371.37604,3255.27,LEFT_HAND,113323,0
7,-139.09384,-371.44165,3263.8105,RIGHT_HAND,113323,0
8,-289.30084,13.005463,3211.9055,TORSO,113323,0
9,-387.76602,-168.35873,3161.0024,LEFT_HIP,113323,0
10,-188.2311,-168.40182,3166.5645,RIGHT_HIP,113323,0
11,-377.9871,-597.1113,3217.6567,LEFT_KNEE,113323,0
12,-159.81296,-598.57324,3202.7864,RIGHT_KNEE,113323,0
13,-376.06503,-974.8539,3083.5176,LEFT_FOOT,113323,0
14,-156.64798,-957.39795,3054.4634,RIGHT_FOOT,113323,0
0,-293.21744,431.4052,3320.3818,HEAD,113323,0
1,-290.42313,195.44933,3259.4075,NECK,113323,0
2,-441.91812,195.19585,3257.7952,LEFT_SHOULDER,113323,0
3,-138.92813,195.7028,3261.0198,RIGHT_SHOULDER,113323,0
4,-441.91794,-87.70439,3257.7952,LEFT_ELBOW,113323,0
5,-138.92827,-87.19743,3261.0198,RIGHT_ELBOW,113323,0
6,-441.96457,-370.6042,3257.3125,LEFT_HAND,113323,0
7,-138.87018,-370.09735,3260.625,RIGHT_HAND,113323,0
8,-289.6024,14.1936035,3210.7876,TORSO,113323,0
9,-388.5463,-167.22905,3161.106,LEFT_HIP,113323,0
10,-189.017,-166.89519,3163.2295,RIGHT_HIP,113323,0
11,-380.05795,-596.5177,3213.9438,LEFT_KNEE,113323,0
12,-159.35735,-597.1346,3197.8086,RIGHT_KNEE,113323,0
13,-378.48764,-974.0444,3085.513,LEFT_FOOT,113323,0
14,-157.6784,-953.64954,3047.791,RIGHT_FOOT,113323,0
0,-293.19803,434.13165,3321.84,HEAD,113323,0
1,-290.85318,197.67038,3262.1843,NECK,113323,0
2,-442.35333,196.76889,3262.7612,LEFT_SHOULDER,113323,0
3,-139.35301,198.57187,3261.6074,RIGHT_SHOULDER,113323,0
4,-442.35315,-86.13135,3262.7612,LEFT_ELBOW,113323,0
5,-139.35318,-84.32837,3261.6074,RIGHT_ELBOW,113323,0
6,-442.39505,-369.03125,3262.327,LEFT_HAND,113323,0
7,-139.3009,-367.22836,3261.2522,RIGHT_HAND,113323,0
8,-289.96338,16.594437,3212.9001,TORSO,113323,0
9,-388.8649,-165.0753,3163.996,LEFT_HIP,113323,0
10,-189.28227,-163.88771,3163.2358,RIGHT_HIP,113323,0
11,-381.04327,-594.23114,3218.2188,LEFT_KNEE,113323,0
12,-157.13002,-593.7703,3199.964,RIGHT_KNEE,113323,0
13,-376.15192,-968.09546,3088.8423,LEFT_FOOT,113323,0
14,-158.27364,-953.2377,3052.3162,RIGHT_FOOT,113323,0
0,-293.54242,435.5545,3321.0664,HEAD,113323,0
1,-291.39557,198.9002,3263.3708,NECK,113323,0
2,-442.81934,196.80333,3267.835,LEFT_SHOULDER,113323,0
3,-139.9718,200.99709,3258.9067,RIGHT_SHOULDER,113323,0
4,-442.81915,-86.09691,3267.835,LEFT_ELBOW,113323,0
5,-139.97197,-81.90315,3258.9067,RIGHT_ELBOW,113323,0
