joint,x,y,z,jointname,time
0,82.16936,375.1739,1251.5278,HEAD,18020
1,20.445763,261.76254,1210.8153,NECK,18020
2,-19.864681,274.2984,1326.1349,LEFT_SHOULDER,18020
3,60.756203,249.2267,1095.4957,RIGHT_SHOULDER,18020
4,-10.933506,246.02148,1052.2166,LEFT_ELBOW,18020
5,-4.132622,282.23166,917.4292,RIGHT_ELBOW,18020
6,-82.75847,104.77374,1324.6809,LEFT_HAND,18020
7,82.34514,285.0371,1171.247,RIGHT_HAND,18020
8,48.529587,129.02098,1235.0619,TORSO,18020
9,49.96283,4.5672913,1335.5502,LEFT_HIP,18020
10,103.26399,-12.008446,1183.0668,RIGHT_HIP,18020
11,18.223335,-332.82288,1458.5103,LEFT_KNEE,18020
12,152.51111,-259.6158,1298.3779,RIGHT_KNEE,18020
13,143.33102,-655.99866,1466.23,LEFT_FOOT,18020
14,160.72623,-542.36926,1212.2234,RIGHT_FOOT,18020
0,73.66655,366.42627,1240.2325,HEAD,18020
1,23.126608,257.10297,1248.6108,NECK,18020
2,-52.4106,240.11743,1348.2856,LEFT_SHOULDER,18020
3,98.66382,274.08853,1148.936,RIGHT_SHOULDER,18020
4,-39.474556,221.6149,1037.3318,LEFT_ELBOW,18020
5,34.39531,308.7531,950.7019,RIGHT_ELBOW,18020
6,-99.31291,216.7038,1377.6665,LEFT_HAND,18020
7,-102.30591,470.24368,1204.4128,RIGHT_HAND,18020
8,45.167763,133.77483,1244.2981,TORSO,18020
9,20.880014,0.028999329,1301.1184,LEFT_HIP,18020
10,113.53782,20.864357,1178.8523,RIGHT_HIP,18020
11,16.659487,-312.17834,1452.9305,LEFT_KNEE,18020
12,153.7972,-264.70312,1256.2764,RIGHT_KNEE,18020
13,109.1638,-508.34253,1305.1456,LEFT_FOOT,18020
14,167.5548,-534.4652,1208.9924,RIGHT_FOOT,18020
0,73.95515,367.62384,1245.3689,HEAD,18020
1,28.715712,238.93875,1245.0022,NECK,18020
2,-64.03184,218.19992,1342.2627,LEFT_SHOULDER,18020
3,121.463264,259.6776,1147.7417,RIGHT_SHOULDER,18020
4,-47.604076,218.22815,1048.1232,LEFT_ELBOW,18020
5,61.52789,339.54874,942.5078,RIGHT_ELBOW,18020
6,-109.308395,211.45285,1374.901,LEFT_HAND,18020
7,-79.156235,482.4588,1201.9606,RIGHT_HAND,18020
8,46.844273,125.33245,1238.0652,TORSO,18020
9,13.372072,0.1879425,1285.2397,LEFT_HIP,18020
10,116.5736,23.264343,1177.0166,RIGHT_HIP,18020
11,95.34973,-360.8047,1229.4288,LEFT_KNEE,18020
12,144.74458,-280.7052,1216.0415,RIGHT_KNEE,18020
13,135.24355,-628.5863,1676.0977,LEFT_FOOT,18020
14,173.66614,-543.8759,1216.7144,RIGHT_FOOT,18020
0,39.670425,357.15323,1255.7065,HEAD,18020
1,32.61026,230.52377,1246.9746,NECK,18020
2,-75.29962,201.8265,1328.3229,LEFT_SHOULDER,18020
3,140.52014,259.22104,1165.6263,RIGHT_SHOULDER,18020
4,-49.495895,202.55093,1036.7134,LEFT_ELBOW,18020
5,75.37646,348.0155,959.871,RIGHT_ELBOW,18020
6,-116.90688,207.12064,1351.8417,LEFT_HAND,18020
7,-27.0093,484.4443,1184.2644,RIGHT_HAND,18020
8,51.16448,114.64083,1230.7069,TORSO,18020
9,19.308632,-14.648033,1252.441,LEFT_HIP,18020
10,120.12875,12.163803,1176.4374,RIGHT_HIP,18020
11,77.45122,-375.97977,1245.4774,LEFT_KNEE,18020
12,135.70547,-305.03345,1191.0923,RIGHT_KNEE,18020
13,104.56017,-653.8739,1463.0303,LEFT_FOOT,18020
14,174.98923,-558.57715,1244.3347,RIGHT_FOOT,18020
0,19.191048,362.4665,1242.4918,HEAD,18020
1,26.794373,248.43816,1241.0082,NECK,18020
2,-60.015236,221.63535,1331.0759,LEFT_SHOULDER,18020
3,113.60399,275.24097,1150.9404,RIGHT_SHOULDER,18020
4,-19.55915,224.03006,1038.7743,LEFT_ELBOW,18020
5,77.64296,293.12982,971.13495,RIGHT_ELBOW,18020
6,-131.92792,214.00363,1286.5894,LEFT_HAND,18020
7,10.485245,424.75073,1169.7832,RIGHT_HAND,18020
8,49.317677,124.15114,1225.7306,TORSO,18020
9,25.850796,-14.3355255,1258.1693,LEFT_HIP,18020
10,117.83116,14.0637665,1162.7367,RIGHT_HIP,18020
11,79.94466,-377.01135,1253.8055,LEFT_KNEE,18020
12,133.69037,-280.00116,1214.8569,RIGHT_KNEE,18020
13,107.5545,-655.7599,1467.9915,LEFT_FOOT,18020
14,173.51776,-559.4507,1243.2264,RIGHT_FOOT,18020
0,-12.443346,370.22318,1241.5955,HEAD,18020
1,7.0432816,266.742,1263.1484,NECK,18020
2,-82.54394,224.4898,1337.0857,LEFT_SHOULDER,18020
3,96.63051,308.99423,1189.2112,RIGHT_SHOULDER,18020
4,18.865074,145.1396,1489.34,LEFT_ELBOW,18020
5,90.61302,295.3034,995.78375,RIGHT_ELBOW,18020
6,-117.54174,84.24249,1265.2976,LEFT_HAND,18020
7,83.22369,417.50916,1016.4698,RIGHT_HAND,18020
8,39.264812,141.46944,1230.6016,TORSO,18020
9,30.061234,-3.340561,1232.2433,LEFT_HIP,18020
10,112.91145,35.73427,1163.8661,RIGHT_HIP,18020
11,79.93593,-369.4817,1224.8838,LEFT_KNEE,18020
12,122.44492,-278.69,1201.181,RIGHT_KNEE,18020
13,109.380714,-641.67786,1446.272,LEFT_FOOT,18020
14,170.25545,-565.93134,1265.4789,RIGHT_FOOT,18020
0,-28.896446,374.15387,1245.3601,HEAD,18020
1,24.802101,290.68433,1279.6412,NECK,18020
2,-70.669945,265.70758,1308.9822,LEFT_SHOULDER,18020
3,120.274155,315.66107,1250.3003,RIGHT_SHOULDER,18020
4,-137.90906,72.198044,1267.921,LEFT_ELBOW,18020
5,113.069954,291.44775,1033.0779,RIGHT_ELBOW,18020
6,-168.07538,313.82507,1346.0062,LEFT_HAND,18020
7,116.54312,397.67343,1037.3638,RIGHT_HAND,18020
8,45.83248,160.02284,1236.8445,TORSO,18020
9,18.272442,16.64946,1208.9808,LEFT_HIP,18020
10,115.45328,42.073257,1179.1146,RIGHT_HIP,18020
11,66.88585,-358.15405,1196.4663,LEFT_KNEE,18020
12,128.25479,-280.02216,1209.1746,RIGHT_KNEE,18020
13,98.41337,-624.3049,1432.02,LEFT_FOOT,18020
14,178.40826,-579.75037,1291.0687,RIGHT_FOOT,18020
0,-26.209238,373.90982,1242.2489,HEAD,18020
1,13.211298,307.4776,1301.3058,NECK,18020
2,-96.85101,286.4062,1307.9512,LEFT_SHOULDER,18020
3,123.2736,328.549,1294.6604,RIGHT_SHOULDER,18020
4,-142.95541,69.29941,1380.8141,LEFT_ELBOW,18020
5,118.23791,259.10684,1063.0282,RIGHT_ELBOW,18020
6,-160.29736,341.18448,1318.0817,LEFT_HAND,18020
7,127.87667,390.28888,1042.9874,RIGHT_HAND,18020
8,34.856094,178.44478,1250.6488,TORSO,18020
9,4.298853,39.417892,1203.1437,LEFT_HIP,18020
10,108.702934,59.40602,1196.84,RIGHT_HIP,18020
11,-5.983986,-264.66388,1320.7522,LEFT_KNEE,18020
12,113.07194,-191.30145,1147.5021,RIGHT_KNEE,18020
13,94.52678,-612.6462,1423.2208,LEFT_FOOT,18020
14,180.06305,-581.9198,1307.1438,RIGHT_FOOT,18020
0,-23.847277,373.3768,1240.9235,HEAD,18020
1,9.993162,321.37854,1310.9941,NECK,18020
2,-104.52324,301.11578,1335.2479,LEFT_SHOULDER,18020
3,124.50956,341.64127,1286.7404,RIGHT_SHOULDER,18020
4,-135.4212,75.63008,1409.21,LEFT_ELBOW,18020
5,124.73315,247.63342,1053.5898,RIGHT_ELBOW,18020
6,-153.27242,334.65784,1331.806,LEFT_HAND,18020
7,139.84541,390.53818,1025.63,RIGHT_HAND,18020
8,22.434484,198.38286,1266.9802,TORSO,18020
9,-22.943504,65.15653,1235.212,LEFT_HIP,18020
10,92.695114,85.617836,1210.7206,RIGHT_HIP,18020
11,-31.5074,-265.13074,1340.442,LEFT_KNEE,18020
12,101.009155,-214.69458,1177.2733,RIGHT_KNEE,18020
13,89.56938,-598.8528,1419.6556,LEFT_FOOT,18020
14,173.7457,-596.32495,1312.8119,RIGHT_FOOT,18020
0,11.811147,372.89877,1232.9829,HEAD,18020
1,11.775652,331.61078,1300.9159,NECK,18020
2,-99.7736,313.51245,1342.7291,LEFT_SHOULDER,18020
3,123.324905,349.7091,1259.1027,RIGHT_SHOULDER,18020
4,-122.804535,84.78522,1415.2766,LEFT_ELBOW,18020
5,125.447815,232.46814,1055.7072,RIGHT_ELBOW,18020
6,-145.4001,328.37173,1321.1558,LEFT_HAND,18020
7,151.23221,383.24207,1028.5237,RIGHT_HAND,18020
8,19.489868,207.69113,1267.8586,TORSO,18020
9,-32.573765,74.0728,1257.2086,LEFT_HIP,18020
10,86.98193,93.47014,1212.3942,RIGHT_HIP,18020
11,-45.60956,-261.95923,1349.2968,LEFT_KNEE,18020
12,93.13402,-223.19084,1165.3861,RIGHT_KNEE,18020
13,-9.315609,-571.05707,1448.8055,LEFT_FOOT,18020
14,167.2095,-598.3444,1304.7262,RIGHT_FOOT,18020
0,30.885616,371.02377,1232.4607,HEAD,18020
1,17.632715,336.59656,1296.1942,NECK,18020
2,-96.0027,324.60492,1344.4663,LEFT_SHOULDER,18020
3,131.26813,348.5882,1247.9221,RIGHT_SHOULDER,18020
4,-115.42709,95.584946,1421.6986,LEFT_ELBOW,18020
5,134.55057,219.49193,1057.3191,RIGHT_ELBOW,18020
6,-42.36499,146.42964,1334.6439,LEFT_HAND,18020
7,165.40022,379.72137,1034.2054,RIGHT_HAND,18020
8,19.717085,209.1273,1269.4352,TORSO,18020
9,-40.443783,75.08947,1269.1178,LEFT_HIP,18020
10,84.0467,88.226616,1216.2345,RIGHT_HIP,18020
11,-54.240387,-258.6294,1358.1467,LEFT_KNEE,18020
12,78.46803,-233.58337,1154.5265,RIGHT_KNEE,18020
13,4.975422,-573.5607,1465.1122,LEFT_FOOT,18020
14,165.87344,-602.8212,1299.5887,RIGHT_FOOT,18020
0,48.49317,363.91818,1236.101,HEAD,18020
1,7.366166,344.10303,1305.3506,NECK,18020
2,-119.21079,326.2126,1356.8912,LEFT_SHOULDER,18020
3,133.94313,361.99347,1253.8099,RIGHT_SHOULDER,18020
4,-110.707535,86.16527,1424.5382,LEFT_ELBOW,18020
5,153.22992,230.64467,1067.4882,RIGHT_ELBOW,18020
6,-59.50303,164.76694,1376.705,LEFT_HAND,18020
7,179.54558,398.57553,1044.5206,RIGHT_HAND,18020
8,14.05855,210.29286,1275.3387,TORSO,18020
9,-45.390953,67.134186,1272.259,LEFT_HIP,18020
10,86.892815,85.83121,1218.3948,RIGHT_HIP,18020
11,-63.474274,-274.66254,1364.9015,LEFT_KNEE,18020
12,67.58572,-243.03592,1155.3026,RIGHT_KNEE,18020
13,3.356041,-576.7245,1462.0045,LEFT_FOOT,18020
14,159.30629,-600.61884,1282.1934,RIGHT_FOOT,18020
0,63.301346,354.1247,1239.2931,HEAD,18020
1,11.0165205,346.23016,1300.836,NECK,18020
2,-113.83877,336.71362,1346.3662,LEFT_SHOULDER,18020
3,135.8718,355.7467,1255.3059,RIGHT_SHOULDER,18020
4,-111.30323,116.51965,1423.6218,LEFT_ELBOW,18020
5,167.19754,217.74709,1098.1179,RIGHT_ELBOW,18020
6,-195.94145,316.2894,1633.4338,LEFT_HAND,18020
7,199.3417,390.84015,1062.7146,RIGHT_HAND,18020
8,10.729801,214.72835,1272.5636,TORSO,18020
9,-62.11517,77.69609,1270.7505,LEFT_HIP,18020
10,83.001335,88.75697,1217.8318,RIGHT_HIP,18020
11,-58.722,-268.91327,1363.5824,LEFT_KNEE,18020
12,45.904713,-227.02312,1140.082,RIGHT_KNEE,18020
13,12.240463,-579.8417,1461.2197,LEFT_FOOT,18020
14,143.95296,-598.1143,1261.9551,RIGHT_FOOT,18020
0,72.12518,352.63885,1245.3337,HEAD,18020
1,20.139412,354.8168,1283.4601,NECK,18020
2,-99.258484,356.20764,1315.7324,LEFT_SHOULDER,18020
3,139.53731,353.42596,1251.1877,RIGHT_SHOULDER,18020
4,-122.24029,138.45369,1433.5499,LEFT_ELBOW,18020
5,168.3722,208.45465,1093.1299,RIGHT_ELBOW,18020
6,-198.68985,315.24036,1625.4706,LEFT_HAND,18020
7,221.01624,393.08087,1067.8599,RIGHT_HAND,18020
8,13.353149,227.75204,1263.829,TORSO,18020
9,-71.282524,101.594124,1265.24,LEFT_HIP,18020
10,84.4163,99.78043,1223.1558,RIGHT_HIP,18020
11,-63.252174,-254.79251,1353.2126,LEFT_KNEE,18020
12,40.557354,-228.43723,1137.2485,RIGHT_KNEE,18020
13,12.794533,-569.6632,1451.9714,LEFT_FOOT,18020
14,138.00804,-603.7358,1253.3763,RIGHT_FOOT,18020
0,72.48871,352.93936,1245.8551,HEAD,18020
1,10.209495,359.0703,1279.4631,NECK,18020
2,-118.26853,362.46887,1315.6261,LEFT_SHOULDER,18020
3,138.68753,355.6717,1243.3002,RIGHT_SHOULDER,18020
4,-134.06044,141.56273,1444.4958,LEFT_ELBOW,18020
5,169.25906,216.88135,1093.1477,RIGHT_ELBOW,18020
6,-203.76468,292.99042,1627.7554,LEFT_HAND,18020
7,237.96182,401.86395,1073.1605,RIGHT_HAND,18020
8,3.011517,234.40182,1265.6068,TORSO,18020
9,-95.19123,112.14067,1277.3658,LEFT_HIP,18020
10,86.81832,107.326035,1226.1351,RIGHT_HIP,18020
11,-72.85592,-261.59314,1343.7285,LEFT_KNEE,18020
12,47.048157,-214.10182,1127.3202,RIGHT_KNEE,18020
13,7.169548,-581.21606,1434.4144,LEFT_FOOT,18020
14,135.97227,-581.12036,1250.6127,RIGHT_FOOT,18020
0,77.18192,352.04416,1243.8662,HEAD,18020
1,8.303762,357.80368,1280.0272,NECK,18020
2,-119.67125,360.83533,1316.2404,LEFT_SHOULDER,18020
3,136.27876,354.77203,1243.8141,RIGHT_SHOULDER,18020
4,-140.768,153.78166,1451.828,LEFT_ELBOW,18020
5,163.95274,219.76897,1124.5717,RIGHT_ELBOW,18020
6,-199.59436,278.21844,1610.8394,LEFT_HAND,18020
7,175.12003,221.36421,1054.8164,RIGHT_HAND,18020
8,1.221786,233.95819,1265.3678,TORSO,18020
9,-97.26816,112.27809,1276.5741,LEFT_HIP,18020
10,85.547775,107.94731,1224.8427,RIGHT_HIP,18020
11,-76.819885,-262.68896,1338.3788,LEFT_KNEE,18020
12,53.561058,-214.77983,1111.386,RIGHT_KNEE,18020
13,6.2461243,-586.1874,1436.3745,LEFT_FOOT,18020
14,129.94067,-568.17786,1248.8268,RIGHT_FOOT,18020
0,99.78984,368.86227,1250.0227,HEAD,18020
1,-9.415235,367.33783,1274.7338,NECK,18020
2,-127.94457,361.36554,1316.388,LEFT_SHOULDER,18020
3,109.11411,373.31012,1233.0796,RIGHT_SHOULDER,18020
4,-143.12201,160.79005,1454.5043,LEFT_ELBOW,18020
5,161.31624,218.2975,1134.7836,RIGHT_ELBOW,18020
6,-194.87167,257.4463,1589.4504,LEFT_HAND,18020
7,250.89377,343.69183,1104.88,RIGHT_HAND,18020
8,-7.316339,238.27446,1262.2014,TORSO,18020
9,-95.36712,104.66876,1281.35,LEFT_HIP,18020
10,84.93223,113.75345,1217.9882,RIGHT_HIP,18020
11,-84.6296,-262.53207,1319.9902,LEFT_KNEE,18020
12,55.798233,-208.0716,1098.5719,RIGHT_KNEE,18020
13,8.450668,-593.2175,1441.4954,LEFT_FOOT,18020
14,128.65292,-555.38556,1245.6936,RIGHT_FOOT,18020
0,132.14969,365.6743,1225.9987,HEAD,18020
1,-6.112459,362.25064,1202.7637,NECK,18020
2,-101.05753,370.1726,1258.6544,LEFT_SHOULDER,18020
3,88.83262,354.32867,1146.8729,RIGHT_SHOULDER,18020
4,-186.40594,270.76706,1468.1002,LEFT_ELBOW,18020
5,154.66571,190.90295,1160.1588,RIGHT_ELBOW,18020
6,-180.54388,250.20032,1548.914,LEFT_HAND,18020
7,249.83936,320.05487,1127.2303,RIGHT_HAND,18020
8,-6.8602595,233.18018,1219.7878,TORSO,18020
9,-86.91328,110.726715,1283.4961,LEFT_HIP,18020
10,71.69715,97.49271,1190.1279,RIGHT_HIP,18020
11,-71.56629,-240.63675,1329.4646,LEFT_KNEE,18020
12,43.464798,-224.34958,1073.0964,RIGHT_KNEE,18020
13,23.664452,-577.6653,1464.1887,LEFT_FOOT,18020
14,110.4796,-568.4466,1220.6963,RIGHT_FOOT,18020
0,147.88219,364.10974,1222.7062,HEAD,18020
1,-5.357666,357.91583,1195.0142,NECK,18020
2,-96.88825,361.8476,1244.212,LEFT_SHOULDER,18020
3,86.17292,353.984,1145.8163,RIGHT_SHOULDER,18020
4,-186.85736,272.72235,1465.8297,LEFT_ELBOW,18020
5,151.94559,172.4628,1183.3859,RIGHT_ELBOW,18020
6,-184.36884,246.02704,1539.6377,LEFT_HAND,18020
7,258.8267,336.00714,1122.9323,RIGHT_HAND,18020
8,-3.1156597,229.37854,1209.4578,TORSO,18020
9,-83.271065,104.38074,1268.1902,LEFT_HIP,18020
10,81.52375,97.30179,1179.6125,RIGHT_HIP,18020
11,-71.75348,-241.35132,1321.9205,LEFT_KNEE,18020
12,44.938644,-220.7843,1071.1183,RIGHT_KNEE,18020
13,24.400345,-579.79205,1463.2252,LEFT_FOOT,18020
14,109.67578,-561.9759,1220.9391,RIGHT_FOOT,18020
0,180.31244,357.56094,1195.4075,HEAD,18020
1,-6.7012577,351.83517,1179.7603,NECK,18020
2,-92.57318,354.61215,1219.2034,LEFT_SHOULDER,18020
3,79.170654,349.05823,1140.3171,RIGHT_SHOULDER,18020
4,-189.61542,295.33658,1434.242,LEFT_ELBOW,18020
5,162.4022,154.02367,1170.3529,RIGHT_ELBOW,18020
6,-194.76102,248.57309,1531.8857,LEFT_HAND,18020
7,261.83844,314.12555,1124.325,RIGHT_HAND,18020
8,-3.4117322,225.39131,1195.8242,TORSO,18020
9,-78.52869,101.48298,1247.9022,LEFT_HIP,18020
10,78.28427,96.4119,1175.8741,RIGHT_HIP,18020
11,-68.530464,-239.45837,1308.342,LEFT_KNEE,18020
12,45.098564,-219.88419,1069.5862,RIGHT_KNEE,18020
13,27.12651,-576.9804,1456.7053,LEFT_FOOT,18020
14,103.898834,-557.5332,1214.0972,RIGHT_FOOT,18020
0,194.07614,351.96954,1181.5211,HEAD,18020
1,-10.016248,345.70023,1168.9772,NECK,18020
2,-97.61049,347.22992,1203.6765,LEFT_SHOULDER,18020
3,77.578,344.17053,1134.2778,RIGHT_SHOULDER,18020
4,-203.67497,311.5633,1417.2773,LEFT_ELBOW,18020
5,166.11263,160.57085,1175.154,RIGHT_ELBOW,18020
6,-202.20743,245.49988,1527.0776,LEFT_HAND,18020
7,266.95886,297.6068,1115.8969,RIGHT_HAND,18020
8,-4.8581505,221.97661,1187.4525,TORSO,18020
9,-77.49756,99.611595,1236.7463,LEFT_HIP,18020
10,78.09744,96.89437,1175.1094,RIGHT_HIP,18020
11,-70.49639,-239.65326,1300.8561,LEFT_KNEE,18020
12,47.16066,-218.7222,1069.0935,RIGHT_KNEE,18020
13,27.614258,-573.506,1448.7662,LEFT_FOOT,18020
14,101.85061,-553.7988,1210.1641,RIGHT_FOOT,18020
0,201.01225,348.5535,1177.0812,HEAD,18020
1,-16.663214,342.74634,1163.4451,NECK,18020
2,-111.44587,335.78265,1197.2654,LEFT_SHOULDER,18020
3,78.11944,349.71002,1129.6248,RIGHT_SHOULDER,18020
4,-206.35745,306.0208,1420.6614,LEFT_ELBOW,18020
5,153.06187,192.25705,1191.2815,RIGHT_ELBOW,18020
6,-207.5542,238.24048,1512.891,LEFT_HAND,18020
7,256.86685,269.4781,1099.9323,RIGHT_HAND,18020
8,-4.580794,213.0641,1170.6046,TORSO,18020
9,-69.67011,77.71205,1205.3005,LEFT_HIP,18020
10,84.67336,89.05168,1150.2278,RIGHT_HIP,18020
11,-73.66916,-246.6078,1282.1597,LEFT_KNEE,18020
12,50.609795,-216.30013,1069.7837,RIGHT_KNEE,18020
13,27.746506,-579.90393,1437.5206,LEFT_FOOT,18020
14,103.82912,-553.04254,1201.6157,RIGHT_FOOT,18020
0,206.13084,343.71545,1167.0864,HEAD,18020
1,-13.849106,348.4403,1153.7628,NECK,18020
2,-105.737976,341.69055,1184.9575,LEFT_SHOULDER,18020
3,78.03975,355.1901,1122.5681,RIGHT_SHOULDER,18020
4,-223.3074,306.14398,1416.9552,LEFT_ELBOW,18020
5,153.13745,222.793,1195.28,RIGHT_ELBOW,18020
6,-212.21008,227.6183,1491.6995,LEFT_HAND,18020
7,221.86945,266.11322,1058.5422,RIGHT_HAND,18020
8,-2.9907954,215.10986,1156.8982,TORSO,18020
9,-71.306915,75.96358,1186.9119,LEFT_HIP,18020
10,87.04195,87.59523,1133.1553,RIGHT_HIP,18020
11,-72.62583,-250.35945,1249.5262,LEFT_KNEE,18020
12,52.42654,-225.54308,1059.669,RIGHT_KNEE,18020
13,27.81289,-579.98663,1429.615,LEFT_FOOT,18020
14,102.877045,-562.6568,1198.5796,RIGHT_FOOT,18020
0,176.80406,339.99277,1158.0127,HEAD,18020
1,-13.780262,347.39316,1123.6542,NECK,18020
2,-111.13536,345.6577,1168.1088,LEFT_SHOULDER,18020
3,83.57483,349.1286,1079.1996,RIGHT_SHOULDER,18020
4,-244.12653,337.50732,1384.051,LEFT_ELBOW,18020
5,149.79916,233.7073,1213.3875,RIGHT_ELBOW,18020
6,-228.38815,150.93857,1293.2373,LEFT_HAND,18020
7,216.85172,252.01776,1066.472,RIGHT_HAND,18020
8,-5.957792,214.61989,1135.602,TORSO,18020
9,-75.241234,80.47215,1182.7583,LEFT_HIP,18020
10,78.97059,83.221085,1112.3416,RIGHT_HIP,18020
11,-66.182526,-249.9803,1244.9165,LEFT_KNEE,18020
12,45.977398,-231.01097,1044.2172,RIGHT_KNEE,18020
13,32.637093,-572.7051,1431.1504,LEFT_FOOT,18020
14,95.17873,-568.4225,1180.5726,RIGHT_FOOT,18020
0,171.83038,342.80875,1151.7875,HEAD,18020
1,-10.08978,351.98047,1109.932,NECK,18020
2,-122.68658,352.40707,1152.5631,LEFT_SHOULDER,18020
3,102.50701,351.55386,1067.3009,RIGHT_SHOULDER,18020
4,-257.00632,377.60504,1371.3208,LEFT_ELBOW,18020
5,154.0895,227.43951,1211.7991,RIGHT_ELBOW,18020
6,-224.71378,164.95297,1258.1896,LEFT_HAND,18020
7,211.52682,212.22246,1064.8944,RIGHT_HAND,18020
8,-6.0029454,218.97319,1122.0571,TORSO,18020
9,-85.68321,86.28328,1165.898,LEFT_HIP,18020
10,81.851,85.648544,1102.4666,RIGHT_HIP,18020
11,-77.29754,-249.15715,1204.9802,LEFT_KNEE,18020
12,46.808723,-241.4608,1036.1328,RIGHT_KNEE,18020
13,-0.43858337,-546.9884,1314.1643,LEFT_FOOT,18020
14,91.4167,-573.00824,1180.3662,RIGHT_FOOT,18020
0,188.51291,322.8204,1125.1704,HEAD,18020
1,-5.2312746,339.90955,1107.9902,NECK,18020
2,-124.33649,335.70352,1142.4082,LEFT_SHOULDER,18020
3,113.87395,344.11554,1073.5723,RIGHT_SHOULDER,18020
4,-220.15134,265.24957,1315.9537,LEFT_ELBOW,18020
5,153.60176,245.31482,1215.3702,RIGHT_ELBOW,18020
6,-236.40517,177.18091,1233.3903,LEFT_HAND,18020
7,221.08737,215.1558,1041.5023,RIGHT_HAND,18020
8,-0.685573,212.81993,1108.1901,TORSO,18020
9,-80.0445,82.76737,1132.636,LEFT_HIP,18020
10,87.76476,88.693275,1084.1438,RIGHT_HIP,18020
11,-85.14273,-252.64273,1162.7708,LEFT_KNEE,18020
12,47.0151,-243.17712,1029.4421,RIGHT_KNEE,18020
13,0.8455658,-529.87854,1284.1741,LEFT_FOOT,18020
14,87.768684,-569.9515,1175.1914,RIGHT_FOOT,18020
0,0.73634624,425.2233,1002.85394,HEAD,18020
1,-8.919288,324.74277,1092.2432,NECK,18020
2,-124.94827,316.02933,1127.0546,LEFT_SHOULDER,18020
3,107.10971,333.45624,1057.4318,RIGHT_SHOULDER,18020
4,-219.86707,251.39685,1310.9413,LEFT_ELBOW,18020
5,153.14381,266.81396,1222.5526,RIGHT_ELBOW,18020
6,-239.11218,174.53735,1206.0531,LEFT_HAND,18020
7,226.2109,236.73337,1027.7379,RIGHT_HAND,18020
8,-2.1997638,198.1468,1082.9521,TORSO,18020
9,-78.697685,65.301445,1098.6283,LEFT_HIP,18020
10,87.737206,77.800224,1048.694,RIGHT_HIP,18020
11,-84.56764,-265.32343,1142.4585,LEFT_KNEE,18020
12,57.791016,-252.96841,1024.5632,RIGHT_KNEE,18020
13,-16.428886,-538.0246,1262.5686,LEFT_FOOT,18020
14,85.73534,-566.8733,1170.0544,RIGHT_FOOT,18020
0,-1.8028297,432.67365,998.61084,HEAD,18020
1,-6.8072352,309.06866,1070.8992,NECK,18020
2,-126.37094,302.66714,1117.9205,LEFT_SHOULDER,18020
3,112.75647,315.4702,1023.87775,RIGHT_SHOULDER,18020
4,-166.71681,215.29277,1292.6604,LEFT_ELBOW,18020
