joint,x,y,z,jointname,time
0,38.174767,257.6028,1195.4734,HEAD,13516
1,23.591753,66.14564,1090.3246,NECK,13516
2,-103.67434,75.922104,1100.0254,LEFT_SHOULDER,13516
3,150.85785,56.369175,1080.6238,RIGHT_SHOULDER,13516
4,-182.11395,-102.99826,1026.1494,LEFT_ELBOW,13516
5,178.96002,-70.60785,962.5122,RIGHT_ELBOW,13516
6,-117.12893,25.385193,778.2463,LEFT_HAND,13516
7,47.443405,-62.144707,762.0585,RIGHT_HAND,13516
8,12.773392,-29.705038,1044.9957,TORSO,13516
9,-79.55646,-119.294075,1005.8802,LEFT_HIP,13516
10,83.46652,-131.81735,993.4537,RIGHT_HIP,13516
11,-101.18497,-453.5999,1029.8865,LEFT_KNEE,13516
12,92.22211,-467.50528,999.89056,RIGHT_KNEE,13516
13,-90.95355,-771.893,1083.5422,LEFT_FOOT,13516
14,94.39374,-778.574,1086.6411,RIGHT_FOOT,13516
0,43.03752,258.59033,1188.1428,HEAD,13516
1,31.368698,56.652298,1102.5066,NECK,13516
2,-96.24119,69.48553,1113.4569,LEFT_SHOULDER,13516
3,158.97858,43.81907,1091.5563,RIGHT_SHOULDER,13516
4,-196.51443,-90.39065,1014.48236,LEFT_ELBOW,13516
5,197.77147,-51.274002,947.65356,RIGHT_ELBOW,13516
6,-122.96647,68.96072,785.338,LEFT_HAND,13516
7,62.33864,-34.725273,772.46796,RIGHT_HAND,13516
8,17.94188,-34.209007,1052.522,TORSO,13516
9,-76.37879,-116.935135,1009.479,LEFT_HIP,13516
10,85.40891,-133.20549,995.5957,RIGHT_HIP,13516
11,-101.67708,-450.32117,1028.0466,LEFT_KNEE,13516
12,94.07726,-467.5912,1011.1546,RIGHT_KNEE,13516
13,-90.827805,-767.0861,1084.736,LEFT_FOOT,13516
14,92.44006,-780.1828,1088.3247,RIGHT_FOOT,13516
0,42.5606,254.95457,1189.3158,HEAD,13516
1,24.114944,51.33569,1112.6233,NECK,13516
