joint,x,y,z,jointname,time
0,9.059799,207.07587,1260.415,HEAD,123816
1,-67.90315,28.775543,1138.8378,NECK,123816
2,-174.93643,21.265442,1121.2427,LEFT_SHOULDER,123816
3,39.130135,36.285645,1156.4329,RIGHT_SHOULDER,123816
4,-240.6745,-170.32146,1000.7052,LEFT_ELBOW,123816
5,142.84195,-141.11569,1223.5875,RIGHT_ELBOW,123816
6,-190.02264,-245.84314,781.0609,LEFT_HAND,123816
7,223.21027,-297.24805,969.0437,RIGHT_HAND,123816
8,-55.625137,-61.783882,1102.8024,TORSO,123816
9,-129.99191,-158.42282,1052.5234,LEFT_HIP,123816
10,43.297676,-146.2638,1081.0105,RIGHT_HIP,123816
11,-117.60881,-485.71536,1082.513,LEFT_KNEE,123816
12,74.88398,-473.20563,1097.8762,RIGHT_KNEE,123816
13,-80.7231,-775.23303,1204.296,LEFT_FOOT,123816
14,88.99491,-775.66235,1189.1613,RIGHT_FOOT,123816
0,8.301964,207.12097,1259.878,HEAD,123816
1,-67.83643,18.946152,1157.859,NECK,123816
2,-179.28542,20.46296,1129.62,LEFT_SHOULDER,123816
3,43.61255,17.429344,1186.098,RIGHT_SHOULDER,123816
4,-245.54819,-174.25073,1009.888,LEFT_ELBOW,123816
5,158.97092,-141.20099,1202.5225,RIGHT_ELBOW,123816
6,-181.59772,-231.75728,774.1499,LEFT_HAND,123816
7,222.03299,-288.52258,977.9115,RIGHT_HAND,123816
8,-57.515324,-66.89674,1112.5144,TORSO,123816
9,-133.82741,-151.56058,1045.2186,LEFT_HIP,123816
10,39.43898,-153.9187,1089.121,RIGHT_HIP,123816
11,-116.968025,-478.68646,1074.842,LEFT_KNEE,123816
12,69.22548,-480.8119,1109.7783,RIGHT_KNEE,123816
13,-79.184494,-766.3259,1200.7312,LEFT_FOOT,123816
14,73.72758,-784.3172,1198.5273,RIGHT_FOOT,123816
0,7.062172,207.41776,1260.0903,HEAD,123816
1,-75.95266,24.626774,1177.2611,NECK,123816
2,-189.21117,29.964352,1142.5756,LEFT_SHOULDER,123816
3,37.305855,19.289192,1211.9467,RIGHT_SHOULDER,123816
4,-252.38426,-166.1919,1018.3623,LEFT_ELBOW,123816
5,174.52106,-145.47147,1180.902,RIGHT_ELBOW,123816
6,-184.98056,-230.23651,790.1056,LEFT_HAND,123816
7,238.69386,-300.4356,969.686,RIGHT_HAND,123816
8,-64.19611,-63.36054,1125.3325,TORSO,123816
9,-140.6686,-147.18985,1046.3837,LEFT_HIP,123816
10,35.78946,-155.50586,1100.4242,RIGHT_HIP,123816
11,-115.275635,-474.69037,1067.5038,LEFT_KNEE,123816
12,60.823006,-482.79074,1125.0289,RIGHT_KNEE,123816
13,-77.812996,-762.2619,1194.2811,LEFT_FOOT,123816
14,60.126484,-785.7529,1216.6083,RIGHT_FOOT,123816
0,4.9343414,207.63284,1260.8462,HEAD,123816
1,-146.85904,9.302895,1201.1051,NECK,123816
2,-225.68333,12.942135,1134.2161,LEFT_SHOULDER,123816
3,-68.03473,5.663658,1267.9941,RIGHT_SHOULDER,123816
4,-289.43555,-183.83388,1015.8094,LEFT_ELBOW,123816
5,186.69194,29.23759,1188.559,RIGHT_ELBOW,123816
6,-212.82452,-237.31163,777.9492,LEFT_HAND,123816
7,282.18,-214.49835,1049.47,RIGHT_HAND,123816
8,-101.46905,-66.204216,1143.5078,TORSO,123816
9,-125.42975,-138.50948,1027.0607,LEFT_HIP,123816
10,13.271633,-144.91318,1144.7604,RIGHT_HIP,123816
11,-105.128006,-466.0664,1052.6052,LEFT_KNEE,123816
12,62.982727,-577.65216,1134.3046,RIGHT_KNEE,123816
13,-62.054726,-754.6057,1175.3774,LEFT_FOOT,123816
14,54.990547,-865.4451,1250.5391,RIGHT_FOOT,123816
0,3.0414886,207.13803,1261.6428,HEAD,123816
1,-139.5326,10.6857605,1183.6459,NECK,123816
2,-221.45854,20.970802,1098.669,LEFT_SHOULDER,123816
3,-57.60666,0.4007187,1268.6228,RIGHT_SHOULDER,123816
4,-303.76508,-176.81723,1017.8507,LEFT_ELBOW,123816
5,203.05798,14.537379,1188.3984,RIGHT_ELBOW,123816
6,-220.24738,-229.2751,774.7644,LEFT_HAND,123816
7,293.53287,-228.39062,1053.1964,RIGHT_HAND,123816
8,-96.98283,-67.343025,1133.1797,TORSO,123816
9,-115.35669,-137.72342,1019.521,LEFT_HIP,123816
10,6.4905777,-153.0202,1145.906,RIGHT_HIP,123816
11,-100.79006,-465.31735,1048.2994,LEFT_KNEE,123816
12,42.429527,-480.22192,1143.5337,RIGHT_KNEE,123816
13,-57.940964,-757.7433,1161.588,LEFT_FOOT,123816
14,40.42817,-773.73627,1261.976,RIGHT_FOOT,123816
0,-1.047409,205.931,1262.4436,HEAD,123816
1,-140.37039,11.982063,1183.2462,NECK,123816
2,-218.33241,22.621796,1095.526,LEFT_SHOULDER,123816
3,-62.408382,1.3423309,1270.9664,RIGHT_SHOULDER,123816
4,-302.3197,-175.75145,1015.796,LEFT_ELBOW,123816
5,204.6286,7.880746,1193.4529,RIGHT_ELBOW,123816
6,-214.67517,-227.3307,768.5971,LEFT_HAND,123816
7,293.7964,-247.0659,1060.7067,RIGHT_HAND,123816
8,-99.64292,-64.82283,1137.7335,TORSO,123816
9,-117.23398,-133.66881,1026.6028,LEFT_HIP,123816
10,-0.59692,-149.58664,1157.8389,RIGHT_HIP,123816
11,-103.71651,-461.0354,1058.3296,LEFT_KNEE,123816
12,38.95115,-475.96454,1141.3577,RIGHT_KNEE,123816
13,-62.59286,-757.2292,1162.0665,LEFT_FOOT,123816
14,44.783283,-772.27405,1252.4879,RIGHT_FOOT,123816
0,-1.6825409,205.36636,1262.0233,HEAD,123816
1,-142.02362,12.938313,1182.9954,NECK,123816
2,-217.85397,22.589172,1094.5706,LEFT_SHOULDER,123816
3,-66.19327,3.2874527,1271.4202,RIGHT_SHOULDER,123816
4,-300.5758,-176.55638,1012.64404,LEFT_ELBOW,123816
5,202.35193,3.2816298,1198.7966,RIGHT_ELBOW,123816
6,-200.34204,-228.98416,764.29816,LEFT_HAND,123816
7,293.41632,-249.99744,1066.9292,RIGHT_HAND,123816
8,-101.92283,-63.97196,1140.2119,TORSO,123816
9,-118.7835,-133.6328,1031.0065,LEFT_HIP,123816
10,-4.860573,-148.13165,1163.8505,RIGHT_HIP,123816
11,-106.316315,-460.6878,1064.771,LEFT_KNEE,123816
12,37.284393,-473.62097,1140.592,RIGHT_KNEE,123816
13,-65.89312,-759.69104,1159.9337,LEFT_FOOT,123816
14,42.36083,-772.3023,1244.7869,RIGHT_FOOT,123816
0,-4.5182495,203.96762,1261.62,HEAD,123816
1,-141.98361,13.865349,1183.7366,NECK,123816
2,-216.82309,21.859291,1095.7515,LEFT_SHOULDER,123816
3,-67.14415,5.8714066,1271.7217,RIGHT_SHOULDER,123816
4,-300.03632,-177.44876,1012.7571,LEFT_ELBOW,123816
5,201.0331,-2.658389,1200.5396,RIGHT_ELBOW,123816
6,-199.2096,-228.5248,763.68774,LEFT_HAND,123816
7,293.2021,-255.18451,1071.9248,RIGHT_HAND,123816
8,-103.47355,-63.143364,1143.9835,TORSO,123816
9,-120.78218,-134.18982,1038.6072,LEFT_HIP,123816
10,-9.144779,-146.11432,1169.8538,RIGHT_HIP,123816
11,-108.44194,-461.81174,1067.2155,LEFT_KNEE,123816
12,34.410954,-471.56378,1147.6633,RIGHT_KNEE,123816
13,-65.55452,-764.0775,1150.4731,LEFT_FOOT,123816
14,42.57969,-771.18414,1249.1359,RIGHT_FOOT,123816
0,-5.1597443,204.28705,1260.9617,HEAD,123816
1,-145.40967,11.8814125,1184.0745,NECK,123816
2,-222.26569,17.886688,1097.8077,LEFT_SHOULDER,123816
3,-68.553635,5.876137,1270.3412,RIGHT_SHOULDER,123816
4,-293.72473,-174.63193,1007.1618,LEFT_ELBOW,123816
5,198.90434,-10.340937,1198.1692,RIGHT_ELBOW,123816
6,-193.63257,-223.64943,764.4005,LEFT_HAND,123816
7,290.05606,-317.608,958.36194,RIGHT_HAND,123816
8,-105.84084,-63.521847,1143.573,TORSO,123816
9,-122.612274,-134.52286,1039.8326,LEFT_HIP,123816
10,-9.931774,-143.32735,1166.3104,RIGHT_HIP,123816
11,-111.178955,-461.86813,1071.7887,LEFT_KNEE,123816
12,34.088875,-469.05066,1149.7764,RIGHT_KNEE,123816
13,-67.34221,-764.6556,1152.6211,LEFT_FOOT,123816
14,41.17565,-769.598,1248.5532,RIGHT_FOOT,123816
0,-12.037979,202.3576,1262.2063,HEAD,123816
1,-144.16231,8.451557,1170.1997,NECK,123816
2,-230.76358,3.1590729,1092.9153,LEFT_SHOULDER,123816
3,-57.56105,13.744041,1247.4839,RIGHT_SHOULDER,123816
4,-282.41797,-175.38965,992.1649,LEFT_ELBOW,123816
5,162.33907,-69.92652,1221.5197,RIGHT_ELBOW,123816
6,-176.14294,-231.89398,769.8139,LEFT_HAND,123816
7,286.94907,-261.99854,1072.941,RIGHT_HAND,123816
8,-105.75887,-62.26057,1132.0089,TORSO,123816
9,-130.56168,-136.83543,1037.4119,LEFT_HIP,123816
10,-4.149208,-129.10995,1150.2244,RIGHT_HIP,123816
11,-119.70544,-463.99744,1072.7032,LEFT_KNEE,123816
12,38.976955,-455.51184,1150.7319,RIGHT_KNEE,123816
13,-75.65538,-768.31274,1148.0168,LEFT_FOOT,123816
14,47.165268,-757.9669,1243.8673,RIGHT_FOOT,123816
0,-16.519394,201.34094,1263.2899,HEAD,123816
1,-140.384,7.9870834,1163.968,NECK,123816
2,-229.07948,-2.4807205,1085.53,LEFT_SHOULDER,123816
3,-51.688507,18.454887,1242.406,RIGHT_SHOULDER,123816
4,-272.669,-176.5351,967.88904,LEFT_ELBOW,123816
5,160.98972,-80.039375,1203.5911,RIGHT_ELBOW,123816
6,-161.24359,-234.04155,769.6216,LEFT_HAND,123816
7,271.2662,-259.16446,1086.7317,RIGHT_HAND,123816
8,-103.82021,-64.01754,1132.2319,TORSO,123816
9,-131.69633,-143.62733,1043.5083,LEFT_HIP,123816
