joint,x,y,z,jointname,time
0,-20.199064,361.33652,1231.3849,HEAD,151536
1,-21.825016,235.31973,1070.0292,NECK,151536
2,-143.64006,226.93033,1099.5685,LEFT_SHOULDER,151536
3,99.99004,243.70912,1040.4899,RIGHT_SHOULDER,151536
4,-218.66174,73.89392,1057.5776,LEFT_ELBOW,151536
5,-75.00526,216.85994,869.83014,RIGHT_ELBOW,151536
6,-124.00853,155.02203,804.7423,LEFT_HAND,151536
7,-117.287384,258.7608,1029.217,RIGHT_HAND,151536
8,-11.583298,74.22622,1066.5125,TORSO,151536
9,-88.44087,-92.86581,1084.1167,LEFT_HIP,151536
10,85.757706,-80.86877,1041.8748,RIGHT_HIP,151536
11,-106.85166,-312.60605,1101.881,LEFT_KNEE,151536
12,121.807945,-279.9529,1008.7826,RIGHT_KNEE,151536
13,-66.83943,-635.40497,1215.5333,LEFT_FOOT,151536
14,77.98573,-559.15906,1106.9679,RIGHT_FOOT,151536
0,14.364847,463.91022,1073.4956,HEAD,151536
1,-18.236807,239.95734,1087.295,NECK,151536
2,-138.488,234.71988,1136.714,LEFT_SHOULDER,151536
3,102.014404,245.1948,1037.8761,RIGHT_SHOULDER,151536
4,-224.82957,72.74873,1072.694,LEFT_ELBOW,151536
5,-126.62703,282.67084,983.2361,RIGHT_ELBOW,151536
6,-126.87734,152.50038,808.3484,LEFT_HAND,151536
7,-85.370636,241.54648,979.75793,RIGHT_HAND,151536
8,-12.76758,80.81274,1083.737,TORSO,151536
9,-100.03212,-82.37081,1118.2893,LEFT_HIP,151536
10,85.43541,-74.2929,1042.0688,RIGHT_HIP,151536
11,-96.69,-353.89954,928.40607,LEFT_KNEE,151536
12,100.3613,-358.84317,1076.9106,RIGHT_KNEE,151536
13,-78.84498,-626.77295,1091.9083,LEFT_FOOT,151536
14,86.13141,-563.22327,1115.1482,RIGHT_FOOT,151536
0,14.719383,465.42358,1065.1993,HEAD,151536
1,-16.950745,242.64526,1088.1815,NECK,151536
2,-137.27997,237.16833,1137.7954,LEFT_SHOULDER,151536
3,103.37849,248.12221,1038.5676,RIGHT_SHOULDER,151536
4,-224.92297,69.764694,1061.4214,LEFT_ELBOW,151536
5,-98.697075,266.11115,973.41846,RIGHT_ELBOW,151536
6,-115.514366,140.21387,827.4702,LEFT_HAND,151536
7,-63.084282,220.76526,970.6369,RIGHT_HAND,151536
8,-10.96098,82.45281,1085.0248,TORSO,151536
9,-95.1663,-81.84499,1119.057,LEFT_HIP,151536
10,85.223854,-73.6343,1044.6791,RIGHT_HIP,151536
11,-140.97307,-371.76202,967.3051,LEFT_KNEE,151536
12,102.948814,-361.8292,1074.9891,RIGHT_KNEE,151536
13,-99.69959,-646.30774,1121.7819,LEFT_FOOT,151536
14,91.74005,-574.39154,1124.8967,RIGHT_FOOT,151536
0,14.056644,467.95563,1058.2008,HEAD,151536
1,-15.501873,243.50665,1085.429,NECK,151536
2,-134.53033,239.3895,1134.128,LEFT_SHOULDER,151536
3,103.526596,247.62383,1036.7299,RIGHT_SHOULDER,151536
4,-225.74257,69.38205,1056.7561,LEFT_ELBOW,151536
5,-97.25549,260.33136,961.09576,RIGHT_ELBOW,151536
6,-125.412865,143.06934,811.5368,LEFT_HAND,151536
7,-38.626137,197.46683,962.8328,RIGHT_HAND,151536
8,-10.199122,83.18212,1084.8354,TORSO,151536
9,-94.089714,-80.22759,1120.7344,LEFT_HIP,151536
10,84.296974,-74.05724,1047.7495,RIGHT_HIP,151536
11,-117.54523,-307.53864,1035.2795,LEFT_KNEE,151536
12,112.725975,-339.76736,1075.2628,RIGHT_KNEE,151536
13,-71.68119,-680.6463,1213.4155,LEFT_FOOT,151536
14,96.54022,-584.89636,1131.7218,RIGHT_FOOT,151536
0,12.1104965,472.0725,1050.7203,HEAD,151536
1,-23.689205,255.94765,1082.3745,NECK,151536
2,-131.81888,250.01932,1129.4553,LEFT_SHOULDER,151536
3,84.440475,261.87598,1035.2937,RIGHT_SHOULDER,151536
4,-223.94592,77.76012,1051.0779,LEFT_ELBOW,151536
5,-95.875534,243.33426,963.1694,RIGHT_ELBOW,151536
6,-122.44603,155.08057,811.6992,LEFT_HAND,151536
7,128.43889,193.68344,1058.4578,RIGHT_HAND,151536
8,-14.153146,89.73801,1083.347,TORSO,151536
9,-91.43033,-81.231255,1122.119,LEFT_HIP,151536
10,82.19615,-71.71201,1046.5201,RIGHT_HIP,151536
11,-109.82607,-316.4277,1056.9197,LEFT_KNEE,151536
12,107.61865,-346.26736,1074.489,RIGHT_KNEE,151536
13,-70.226105,-680.07245,1210.3564,LEFT_FOOT,151536
14,98.92174,-592.53906,1134.007,RIGHT_FOOT,151536
0,10.800863,474.13824,1045.5413,HEAD,151536
1,-20.338118,250.47984,1083.2731,NECK,151536
2,-134.05904,244.01654,1129.8866,LEFT_SHOULDER,151536
3,93.3828,256.94315,1036.6595,RIGHT_SHOULDER,151536
4,-227.10849,73.41646,1052.3044,LEFT_ELBOW,151536
5,-86.40018,236.51297,962.6023,RIGHT_ELBOW,151536
6,-124.600426,151.21988,808.1775,LEFT_HAND,151536
7,133.47327,-82.87479,956.10443,RIGHT_HAND,151536
8,-11.254722,86.4563,1082.6903,TORSO,151536
9,-85.783775,-82.31935,1116.3798,LEFT_HIP,151536
10,81.441124,-72.81514,1047.8353,RIGHT_HIP,151536
11,-102.75578,-408.80536,1081.1174,LEFT_KNEE,151536
12,106.35298,-350.40723,1075.2145,RIGHT_KNEE,151536
13,-75.80404,-707.0506,1182.5603,LEFT_FOOT,151536
14,102.41205,-601.5234,1137.0085,RIGHT_FOOT,151536
0,9.49505,476.2404,1041.345,HEAD,151536
1,-18.583141,248.53189,1082.0192,NECK,151536
2,-134.35513,241.87076,1127.6626,LEFT_SHOULDER,151536
3,97.188866,255.193,1036.3757,RIGHT_SHOULDER,151536
4,-229.27635,71.778305,1053.9713,LEFT_ELBOW,151536
5,-74.03869,226.54309,959.4428,RIGHT_ELBOW,151536
6,-126.896736,146.82413,809.6424,LEFT_HAND,151536
7,148.0275,-90.25949,964.73627,RIGHT_HAND,151536
8,-9.544505,85.41143,1081.1396,TORSO,151536
9,-82.146484,-82.406334,1112.4473,LEFT_HIP,151536
10,81.13475,-73.01171,1048.073,RIGHT_HIP,151536
11,-81.596855,-410.61435,1093.809,LEFT_KNEE,151536
12,106.99969,-351.043,1074.1031,RIGHT_KNEE,151536
13,-65.29643,-708.82983,1197.3315,LEFT_FOOT,151536
14,100.43829,-606.33374,1133.2183,RIGHT_FOOT,151536
0,12.028736,478.29547,1040.6643,HEAD,151536
1,-5.649368,252.1262,1088.3959,NECK,151536
2,-125.50853,248.49248,1131.7916,LEFT_SHOULDER,151536
3,114.20979,255.75993,1045.0001,RIGHT_SHOULDER,151536
4,-222.93205,79.021194,1066.182,LEFT_ELBOW,151536
5,-73.42355,214.00494,954.94495,RIGHT_ELBOW,151536
6,-120.69063,154.34822,819.179,LEFT_HAND,151536
7,143.2175,-94.28317,959.3742,RIGHT_HAND,151536
8,-0.24802941,84.4164,1089.2712,TORSO,151536
9,-72.58148,-85.65007,1118.291,LEFT_HIP,151536
10,82.88809,-80.93675,1062.0022,RIGHT_HIP,151536
11,-90.00973,-313.46207,1115.2935,LEFT_KNEE,151536
12,88.08257,-267.65073,1027.8064,RIGHT_KNEE,151536
13,-65.99492,-673.7626,1193.3341,LEFT_FOOT,151536
14,99.47886,-610.99866,1145.6559,RIGHT_FOOT,151536
0,11.380463,479.694,1037.9744,HEAD,151536
1,-1.3131993,264.70932,1092.8469,NECK,151536
2,-121.95803,262.1046,1130.5042,LEFT_SHOULDER,151536
3,119.33163,267.31406,1055.1897,RIGHT_SHOULDER,151536
4,-219.1225,93.90843,1065.7849,LEFT_ELBOW,151536
5,-59.089806,189.5769,964.6611,RIGHT_ELBOW,151536
6,-116.50952,167.75677,821.246,LEFT_HAND,151536
7,132.43216,-111.90506,952.0189,RIGHT_HAND,151536
8,1.8927925,91.72001,1091.1526,TORSO,151536
9,-73.4574,-82.96534,1113.9781,LEFT_HIP,151536
10,83.65497,-79.57328,1064.9384,RIGHT_HIP,151536
11,-101.3181,-292.83408,1122.4581,LEFT_KNEE,151536
12,94.96194,-269.29306,1029.9379,RIGHT_KNEE,151536
13,-68.16684,-664.13586,1191.9071,LEFT_FOOT,151536
14,98.86334,-606.69507,1147.532,RIGHT_FOOT,151536
0,12.18166,356.29617,1213.689,HEAD,151536
1,-6.3985534,258.3999,1088.3859,NECK,151536
2,-125.81175,253.50327,1125.9098,LEFT_SHOULDER,151536
3,113.01465,263.29657,1050.8619,RIGHT_SHOULDER,151536
4,-219.85391,88.55231,1061.0251,LEFT_ELBOW,151536
5,-53.542175,191.8243,960.7111,RIGHT_ELBOW,151536
6,-115.02857,163.1503,815.0348,LEFT_HAND,151536
7,145.09958,-108.784256,964.907,RIGHT_HAND,151536
8,-0.95791596,92.13068,1084.0026,TORSO,151536
9,-70.84421,-77.227425,1103.2897,LEFT_HIP,151536
10,79.80965,-71.049706,1055.9489,RIGHT_HIP,151536
11,-96.82139,-306.4908,1119.7175,LEFT_KNEE,151536
12,111.82513,-397.18372,1047.4539,RIGHT_KNEE,151536
13,-62.900017,-657.2483,1195.3972,LEFT_FOOT,151536
14,107.00164,-698.8544,1138.6945,RIGHT_FOOT,151536
0,11.894842,355.10095,1218.6931,HEAD,151536
1,-9.556477,254.5478,1084.6143,NECK,151536
2,-127.8985,248.84775,1122.7021,LEFT_SHOULDER,151536
3,108.78555,260.24786,1046.5264,RIGHT_SHOULDER,151536
4,-221.15752,86.22464,1058.908,LEFT_ELBOW,151536
