joint,x,y,z,jointname,time
0,142.83682,265.1086,973.7137,HEAD,12831
1,73.849,107.1933,763.9609,NECK,12831
2,-33.94757,94.88986,743.44324,LEFT_SHOULDER,12831
3,181.64557,119.49673,784.4785,RIGHT_SHOULDER,12831
4,-101.03516,-50.931046,641.49304,LEFT_ELBOW,12831
5,175.70052,16.627258,962.8498,RIGHT_ELBOW,12831
6,-46.410133,-187.81493,604.78754,LEFT_HAND,12831
7,287.7369,-207.72296,764.7043,RIGHT_HAND,12831
8,88.14393,-14.294361,761.70776,TORSO,12831
9,36.867256,-143.26608,746.97394,LEFT_HIP,12831
10,168.01045,-128.29796,771.93536,RIGHT_HIP,12831
11,0.66928864,-435.0613,784.26196,LEFT_KNEE,12831
12,149.5738,-450.02924,837.3273,RIGHT_KNEE,12831
13,24.179482,-688.83215,889.1832,LEFT_FOOT,12831
14,135.81674,-743.3635,954.5248,RIGHT_FOOT,12831
0,154.92911,263.09854,949.5937,HEAD,12831
1,82.8146,112.87082,737.02466,NECK,12831
2,-20.877758,103.82266,725.054,LEFT_SHOULDER,12831
3,186.50696,121.918976,748.9953,RIGHT_SHOULDER,12831
4,-97.81448,-48.46164,639.72534,LEFT_ELBOW,12831
5,176.28151,10.257614,960.1457,RIGHT_ELBOW,12831
6,5.16214,-199.20033,657.23334,LEFT_HAND,12831
7,279.72678,-226.29945,748.9712,RIGHT_HAND,12831
8,92.585014,-9.350906,744.7739,TORSO,12831
9,36.844395,-137.2891,744.9603,LEFT_HIP,12831
10,167.86647,-125.85616,760.08606,RIGHT_HIP,12831
11,-0.29671478,-456.76575,790.1147,LEFT_KNEE,12831
12,156.4666,-442.0782,833.2803,RIGHT_KNEE,12831
13,27.116903,-743.11755,911.6743,LEFT_FOOT,12831
14,144.32278,-729.6095,954.53973,RIGHT_FOOT,12831
0,167.21576,260.62634,925.2831,HEAD,12831
1,89.358765,115.99644,720.75543,NECK,12831
2,-11.760048,109.723045,708.93463,LEFT_SHOULDER,12831
3,190.47758,122.26984,732.57623,RIGHT_SHOULDER,12831
4,-102.55533,-57.92521,622.242,LEFT_ELBOW,12831
5,177.4231,2.3419724,963.7552,RIGHT_ELBOW,12831
6,40.27893,-210.02115,640.4223,LEFT_HAND,12831
