joint,x,y,z,jointname,time
0,-19.285961,262.4269,1085.4028,HEAD,124034
1,-61.928967,97.66782,991.68384,NECK,124034
2,-165.47726,87.64792,969.40924,LEFT_SHOULDER,124034
3,41.619328,107.68773,1013.95844,RIGHT_SHOULDER,124034
4,-222.50383,-60.93271,912.85254,LEFT_ELBOW,124034
5,117.124054,-88.01135,1021.0643,RIGHT_ELBOW,124034
6,-194.11804,-139.17719,655.89136,LEFT_HAND,124034
7,246.45715,-325.43964,936.53796,RIGHT_HAND,124034
8,-47.61159,-12.101502,974.5047,TORSO,124034
9,-101.79038,-128.4989,942.5911,LEFT_HIP,124034
10,35.201954,-115.24276,972.06,RIGHT_HIP,124034
11,-133.14272,-423.6386,995.0594,LEFT_KNEE,124034
12,47.210125,-415.91232,954.827,RIGHT_KNEE,124034
13,-118.22096,-710.1185,1036.2466,LEFT_FOOT,124034
14,47.669838,-694.6537,1034.1542,RIGHT_FOOT,124034
0,-19.558601,261.82916,1090.6313,HEAD,124034
1,-40.10411,65.00338,1009.61224,NECK,124034
2,-161.83968,68.475136,974.02795,LEFT_SHOULDER,124034
3,81.631454,61.531624,1045.1965,RIGHT_SHOULDER,124034
4,-239.45311,-81.212395,961.0576,LEFT_ELBOW,124034
5,110.75514,-68.8088,1023.30066,RIGHT_ELBOW,124034
6,-231.70854,-298.9716,838.26746,LEFT_HAND,124034
7,247.6251,-307.3565,937.16534,RIGHT_HAND,124034
8,-35.501244,-29.582266,984.6375,TORSO,124034
9,-98.76398,-122.23247,939.82513,LEFT_HIP,124034
10,36.967224,-126.10336,979.5004,RIGHT_HIP,124034
11,-130.06122,-416.92413,984.4394,LEFT_KNEE,124034
12,47.06839,-425.3674,967.1667,RIGHT_KNEE,124034
13,-118.36628,-701.1177,1030.6407,LEFT_FOOT,124034
14,46.087135,-702.3755,1046.5569,RIGHT_FOOT,124034
0,-19.480858,261.2185,1094.2448,HEAD,124034
1,-51.630806,78.143005,1013.6024,NECK,124034
2,-161.75235,73.22682,988.1945,LEFT_SHOULDER,124034
3,58.49075,83.05919,1039.0103,RIGHT_SHOULDER,124034
4,-243.12177,-84.594284,964.1865,LEFT_ELBOW,124034
5,100.53074,-68.27199,1035.7402,RIGHT_ELBOW,124034
6,-186.27885,-231.95505,770.8042,LEFT_HAND,124034
7,245.23807,-307.40942,950.2974,RIGHT_HAND,124034
8,-41.780643,-23.395561,990.5572,TORSO,124034
9,-96.23427,-127.804855,952.6754,LEFT_HIP,124034
10,32.373306,-122.0634,982.3485,RIGHT_HIP,124034
11,-125.05248,-423.08795,992.9264,LEFT_KNEE,124034
12,46.559704,-420.48083,962.6384,RIGHT_KNEE,124034
13,-119.39315,-706.6743,1042.1855,LEFT_FOOT,124034
14,45.49997,-696.8296,1043.3229,RIGHT_FOOT,124034
0,-20.788555,259.81537,1099.6646,HEAD,124034
1,-63.76455,92.10173,1014.2106,NECK,124034
2,-165.61725,79.56812,1002.6646,LEFT_SHOULDER,124034
3,38.08815,104.63534,1025.7566,RIGHT_SHOULDER,124034
4,-244.08942,-81.39501,956.56683,LEFT_ELBOW,124034
5,77.630684,-71.06922,1051.3744,RIGHT_ELBOW,124034
6,-143.75705,-141.06276,737.1968,LEFT_HAND,124034
7,246.86472,-315.40128,958.2469,RIGHT_HAND,124034
8,-47.893646,-16.193672,991.7647,TORSO,124034
9,-94.83866,-132.21896,962.19806,LEFT_HIP,124034
10,30.793179,-116.759186,976.43964,RIGHT_HIP,124034
11,-122.307655,-427.7047,999.0816,LEFT_KNEE,124034
12,43.041744,-415.15933,961.1394,RIGHT_KNEE,124034
13,-119.44229,-710.4495,1051.3046,LEFT_FOOT,124034
14,43.307343,-690.9375,1042.5421,RIGHT_FOOT,124034
0,-22.97285,258.66763,1104.0597,HEAD,124034
1,-66.7766,112.467064,1004.9683,NECK,124034
2,-173.19794,102.71121,1005.378,LEFT_SHOULDER,124034
3,39.644726,122.222916,1004.55865,RIGHT_SHOULDER,124034
4,-250.28851,-57.79161,950.46924,LEFT_ELBOW,124034
5,61.324104,-77.54135,1037.8027,RIGHT_ELBOW,124034
6,-156.965,-177.12457,691.2321,LEFT_HAND,124034
7,223.25638,-211.80927,941.1596,RIGHT_HAND,124034
8,-55.848705,-7.504523,986.74316,TORSO,124034
9,-117.24126,-134.10587,968.7964,LEFT_HIP,124034
10,27.399647,-120.84635,968.2396,RIGHT_HIP,124034
11,-123.25545,-429.2127,1013.1836,LEFT_KNEE,124034
12,39.854347,-418.68,952.92816,RIGHT_KNEE,124034
13,-119.548996,-710.5869,1069.6427,LEFT_FOOT,124034
14,38.895325,-694.0703,1033.7494,RIGHT_FOOT,124034
0,-25.261211,257.00092,1111.0146,HEAD,124034
1,-67.570526,120.05468,999.5035,NECK,124034
2,-180.67793,114.21655,1008.6056,LEFT_SHOULDER,124034
3,45.536884,125.89281,990.40137,RIGHT_SHOULDER,124034
4,-256.46606,-45.648544,939.4898,LEFT_ELBOW,124034
5,45.725094,-60.880386,1048.4409,RIGHT_ELBOW,124034
6,-160.59723,-178.39912,713.54376,LEFT_HAND,124034
7,221.89272,-214.30983,951.57935,RIGHT_HAND,124034
8,-62.3103,-5.365104,984.4247,TORSO,124034
9,-133.32762,-134.72202,975.4842,LEFT_HIP,124034
10,19.22748,-126.84776,963.2076,RIGHT_HIP,124034
11,-124.66275,-428.94998,1021.54425,LEFT_KNEE,124034
12,35.58188,-423.90607,947.2205,RIGHT_KNEE,124034
13,-119.358215,-708.8119,1082.5278,LEFT_FOOT,124034
14,33.977436,-698.78577,1027.895,RIGHT_FOOT,124034
0,-27.730236,251.73383,1124.9092,HEAD,124034
1,-68.013435,123.84614,992.1916,NECK,124034
2,-187.08923,121.959305,1009.02765,LEFT_SHOULDER,124034
3,51.062374,125.73297,975.3555,RIGHT_SHOULDER,124034
4,-264.07642,-48.389633,932.04877,LEFT_ELBOW,124034
5,55.047325,-56.09465,1076.8945,RIGHT_ELBOW,124034
6,-165.0203,-154.49524,708.69836,LEFT_HAND,124034
7,226.38843,-234.25446,960.0347,RIGHT_HAND,124034
8,-67.23305,-7.902107,982.9457,TORSO,124034
9,-147.29918,-140.93141,985.1306,LEFT_HIP,124034
10,14.393843,-138.3693,962.2689,RIGHT_HIP,124034
11,-126.68427,-435.06226,1026.5698,LEFT_KNEE,124034
12,31.334429,-435.19147,945.99817,RIGHT_KNEE,124034
13,-117.489525,-713.495,1092.5797,LEFT_FOOT,124034
14,29.034567,-710.0084,1026.229,RIGHT_FOOT,124034
0,-29.134586,250.2837,1130.0924,HEAD,124034
1,-68.1651,122.52403,991.8518,NECK,124034
2,-188.43008,123.20764,1011.761,LEFT_SHOULDER,124034
3,52.099876,121.840416,971.9426,RIGHT_SHOULDER,124034
4,-264.177,-59.956345,937.41705,LEFT_ELBOW,124034
5,51.85135,-65.43426,1075.3701,RIGHT_ELBOW,124034
6,-166.57886,-138.35349,707.63525,LEFT_HAND,124034
7,232.83144,-248.38858,966.11194,RIGHT_HAND,124034
8,-70.016754,-13.0176735,985.32043,TORSO,124034
9,-156.39575,-148.0789,992.78204,LEFT_HIP,124034
10,12.658941,-149.03986,964.7961,RIGHT_HIP,124034
11,-128.60687,-442.4815,1027.0863,LEFT_KNEE,124034
12,29.14271,-445.8839,949.50476,RIGHT_KNEE,124034
13,-117.39157,-718.43964,1102.3013,LEFT_FOOT,124034
14,25.802612,-720.55566,1030.0044,RIGHT_FOOT,124034
0,-30.472198,250.04602,1134.01,HEAD,124034
1,-69.12207,121.69769,993.3791,NECK,124034
2,-190.6683,121.66739,1017.95703,LEFT_SHOULDER,124034
3,52.42416,121.72799,968.80115,RIGHT_SHOULDER,124034
4,-262.88596,-71.613525,950.29846,LEFT_ELBOW,124034
5,46.738945,-67.51449,1067.2113,RIGHT_ELBOW,124034
6,-157.8931,-112.98691,709.46375,LEFT_HAND,124034
7,236.25845,-258.1376,980.3809,RIGHT_HAND,124034
8,-70.44507,-14.288607,986.66864,TORSO,124034
9,-159.0932,-150.29668,997.6163,LEFT_HIP,124034
10,15.557072,-150.25314,962.3001,RIGHT_HIP,124034
11,-131.58032,-445.2987,1026.2483,LEFT_KNEE,124034
12,27.85372,-447.49435,952.3318,RIGHT_KNEE,124034
13,-116.17038,-719.7716,1105.9073,LEFT_FOOT,124034
14,22.97046,-722.1304,1032.7655,RIGHT_FOOT,124034
0,-30.780361,247.76587,1145.7219,HEAD,124034
1,-69.45102,121.49515,995.0204,NECK,124034
2,-191.61537,122.368996,1022.1343,LEFT_SHOULDER,124034
3,52.713333,120.62129,967.9065,RIGHT_SHOULDER,124034
4,-268.06183,-78.46865,963.3268,LEFT_ELBOW,124034
5,42.60533,-67.20703,1069.8895,RIGHT_ELBOW,124034
6,-165.20018,-132.3667,710.7514,LEFT_HAND,124034
7,241.92368,-264.49292,993.3487,RIGHT_HAND,124034
8,-71.53265,-14.894167,990.0369,TORSO,124034
9,-159.49536,-150.66916,1004.11444,LEFT_HIP,124034
10,12.26679,-151.8978,965.9925,RIGHT_HIP,124034
11,-134.47733,-446.38794,1028.3165,LEFT_KNEE,124034
12,26.41851,-449.19943,957.4645,RIGHT_KNEE,124034
13,-118.50366,-719.83105,1111.6594,LEFT_FOOT,124034
14,20.003197,-724.19336,1036.8967,RIGHT_FOOT,124034
0,-33.240852,244.47113,1153.5901,HEAD,124034
1,-70.42292,120.63166,995.56256,NECK,124034
2,-193.75151,122.20972,1024.7551,LEFT_SHOULDER,124034
3,52.90567,119.0536,966.37006,RIGHT_SHOULDER,124034
4,-269.3734,-78.52423,956.5816,LEFT_ELBOW,124034
5,39.55149,-61.745125,1079.2711,RIGHT_ELBOW,124034
6,-139.88893,-113.56688,695.52124,LEFT_HAND,124034
7,244.87521,-358.7477,1006.995,RIGHT_HAND,124034
8,-72.97222,-15.970378,992.1768,TORSO,124034
9,-160.55193,-151.4844,1008.9182,LEFT_HIP,124034
10,9.508879,-153.66043,968.66394,RIGHT_HIP,124034
11,-137.85867,-447.34943,1034.5444,LEFT_KNEE,124034
12,23.957901,-451.0503,961.02844,RIGHT_KNEE,124034
13,-120.06956,-720.95386,1117.2458,LEFT_FOOT,124034
14,17.025948,-725.3178,1043.154,RIGHT_FOOT,124034
0,-34.132607,242.5239,1158.8279,HEAD,124034
1,-70.6573,120.54367,995.32635,NECK,124034
2,-193.47224,123.41844,1027.6506,LEFT_SHOULDER,124034
3,52.15764,117.6689,963.00195,RIGHT_SHOULDER,124034
4,-268.69125,-73.53488,953.53174,LEFT_ELBOW,124034
5,37.436172,-78.698105,1067.2269,RIGHT_ELBOW,124034
6,-136.47273,-115.69501,697.5454,LEFT_HAND,124034
7,245.20517,-373.01178,1014.31866,RIGHT_HAND,124034
8,-73.68389,-16.323502,995.99915,TORSO,124034
9,-161.21294,-151.21269,1018.91266,LEFT_HIP,124034
10,7.7919607,-155.16866,974.4312,RIGHT_HIP,124034
11,-137.91083,-447.40625,1039.469,LEFT_KNEE,124034
12,21.914068,-452.5775,967.746,RIGHT_KNEE,124034
13,-120.3068,-721.7202,1119.7593,LEFT_FOOT,124034
14,15.464315,-726.3862,1051.3627,RIGHT_FOOT,124034
0,-34.59866,239.57095,1170.1797,HEAD,124034
1,-70.39226,121.18388,994.2929,NECK,124034
2,-192.38925,125.203674,1025.8367,LEFT_SHOULDER,124034
3,51.604744,117.16409,962.74915,RIGHT_SHOULDER,124034
4,-268.33286,-73.40959,954.1297,LEFT_ELBOW,124034
5,33.595924,-93.95183,1070.6489,RIGHT_ELBOW,124034
6,-135.67627,-122.96309,700.29407,LEFT_HAND,124034
7,230.9621,-282.61945,1021.9049,RIGHT_HAND,124034
8,-74.23571,-17.821012,997.1422,TORSO,124034
9,-161.10532,-154.09021,1021.4589,LEFT_HIP,124034
10,4.9469814,-159.56161,978.5241,RIGHT_HIP,124034
11,-136.74121,-450.2601,1046.0509,LEFT_KNEE,124034
12,19.2534,-457.34204,972.4309,RIGHT_KNEE,124034
13,-120.10097,-725.1177,1125.9465,LEFT_FOOT,124034
14,13.1771145,-731.229,1057.0237,RIGHT_FOOT,124034
0,-35.920586,240.02945,1176.9445,HEAD,124034
1,-69.47975,120.75379,995.3584,NECK,124034
2,-189.89198,124.78939,1026.7188,LEFT_SHOULDER,124034
3,50.93246,116.718185,963.9981,RIGHT_SHOULDER,124034
4,-267.34723,-73.87475,955.99554,LEFT_ELBOW,124034
5,35.268166,-103.32567,1070.8711,RIGHT_ELBOW,124034
6,-135.15405,-145.86122,709.1766,LEFT_HAND,124034
7,255.76831,-374.75,1004.8276,RIGHT_HAND,124034
8,-73.400856,-19.755106,998.3841,TORSO,124034
9,-159.00424,-157.52643,1022.6832,LEFT_HIP,124034
10,4.3603325,-163.00157,980.13635,RIGHT_HIP,124034
11,-136.43309,-453.7753,1050.3433,LEFT_KNEE,124034
12,17.769596,-461.055,975.41925,RIGHT_KNEE,124034
13,-119.58664,-728.4828,1131.4144,LEFT_FOOT,124034
14,14.53882,-734.10156,1063.4857,RIGHT_FOOT,124034
0,-35.501755,239.35103,1180.5171,HEAD,124034
1,-60.905746,123.68306,992.3208,NECK,124034
2,-171.76355,130.86818,1021.0505,LEFT_SHOULDER,124034
3,49.952065,116.49794,963.5912,RIGHT_SHOULDER,124034
4,-263.36475,-66.842545,953.2044,LEFT_ELBOW,124034
5,32.154533,-108.84764,1065.086,RIGHT_ELBOW,124034
6,-127.449326,-149.36731,710.04767,LEFT_HAND,124034
7,253.19962,-362.7063,1009.5453,RIGHT_HAND,124034
8,-68.724686,-20.23471,998.1431,TORSO,124034
9,-157.30315,-158.91815,1024.8949,LEFT_HIP,124034
10,4.2158957,-169.38681,983.036,RIGHT_HIP,124034
11,-136.1035,-455.2548,1054.1161,LEFT_KNEE,124034
12,16.882748,-467.62204,979.2936,RIGHT_KNEE,124034
13,-118.765785,-729.8649,1135.8715,LEFT_FOOT,124034
14,13.795082,-740.71783,1067.6362,RIGHT_FOOT,124034
0,-35.100895,238.08394,1187.2664,HEAD,124034
1,-58.19326,123.87776,992.0912,NECK,124034
2,-166.07846,131.07814,1021.1312,LEFT_SHOULDER,124034
3,49.691925,116.67738,963.05115,RIGHT_SHOULDER,124034
4,-262.42853,-65.37512,950.6953,LEFT_ELBOW,124034
5,30.95919,-115.52597,1061.4094,RIGHT_ELBOW,124034
6,-126.43593,-159.69557,716.42804,LEFT_HAND,124034
7,257.222,-378.67163,1002.3855,RIGHT_HAND,124034
8,-66.17514,-23.652327,999.0176,TORSO,124034
9,-152.92038,-165.92566,1027.1451,LEFT_HIP,124034
10,4.606354,-176.43918,984.7428,RIGHT_HIP,124034
11,-134.73865,-462.54694,1057.3864,LEFT_KNEE,124034
12,16.441496,-474.90073,981.59924,RIGHT_KNEE,124034
13,-114.945206,-738.59753,1134.2095,LEFT_FOOT,124034
