joint,x,y,z,jointname,time
0,185.60983,298.19553,1209.516,HEAD,15214
1,114.2796,105.22,1157.5784,NECK,15214
2,-2.8178062,112.611984,1156.7941,LEFT_SHOULDER,15214
3,231.37701,97.82802,1158.3627,RIGHT_SHOULDER,15214
4,-49.90021,-68.37108,1066.0485,LEFT_ELBOW,15214
5,267.494,-63.91577,1078.9541,RIGHT_ELBOW,15214
6,110.64987,-194.75531,910.6114,LEFT_HAND,15214
7,172.14395,-138.71857,922.32074,RIGHT_HAND,15214
8,104.63724,-47.979675,1153.3031,TORSO,15214
9,15.81599,-196.18105,1148.4976,LEFT_HIP,15214
10,174.17375,-206.17766,1149.5581,RIGHT_HIP,15214
11,-7.640379,-525.42206,1121.2927,LEFT_KNEE,15214
12,204.54916,-533.95807,1185.9906,RIGHT_KNEE,15214
13,46.968315,-834.13257,1177.242,LEFT_FOOT,15214
14,198.52513,-850.3607,1221.5947,RIGHT_FOOT,15214
0,187.90028,298.29633,1213.8663,HEAD,15214
1,115.03333,105.197105,1155.2834,NECK,15214
2,-2.2938786,112.53582,1155.077,LEFT_SHOULDER,15214
3,232.36053,97.85839,1155.4899,RIGHT_SHOULDER,15214
4,-47.098717,-70.29681,1066.3894,LEFT_ELBOW,15214
5,278.27106,-81.66024,1091.1884,RIGHT_ELBOW,15214
6,226.828,-328.86945,922.8245,LEFT_HAND,15214
7,177.05536,-122.61629,921.07666,RIGHT_HAND,15214
8,105.525085,-46.81939,1155.1447,TORSO,15214
9,16.667032,-193.87262,1154.8662,LEFT_HIP,15214
10,175.36665,-203.79915,1155.1455,RIGHT_HIP,15214
11,-3.3193035,-523.3295,1127.5039,LEFT_KNEE,15214
12,207.23521,-530.99805,1195.3359,RIGHT_KNEE,15214
13,44.551346,-831.39764,1192.4423,LEFT_FOOT,15214
14,200.0408,-847.5316,1229.5317,RIGHT_FOOT,15214
0,191.03207,298.61627,1218.4617,HEAD,15214
1,116.108345,104.04036,1154.192,NECK,15214
2,-1.3101645,111.27039,1154.824,LEFT_SHOULDER,15214
3,233.52686,96.810326,1153.56,RIGHT_SHOULDER,15214
4,-44.4472,-72.283745,1067.893,LEFT_ELBOW,15214
5,282.15112,-89.97634,1093.8461,RIGHT_ELBOW,15214
6,233.91699,-334.213,945.7186,LEFT_HAND,15214
7,168.30579,-112.11445,917.68225,RIGHT_HAND,15214
8,106.924126,-45.462143,1158.1638,TORSO,15214
9,18.073936,-190.05922,1162.5643,LEFT_HIP,15214
10,177.40587,-199.87007,1161.7069,RIGHT_HIP,15214
11,0.81498337,-519.8016,1137.087,LEFT_KNEE,15214
12,207.53864,-528.3254,1191.4744,RIGHT_KNEE,15214
13,45.312687,-827.65247,1205.2806,LEFT_FOOT,15214
14,199.83212,-844.37103,1229.6622,RIGHT_FOOT,15214
0,191.84175,298.66855,1223.3273,HEAD,15214
1,122.06916,97.86921,1166.9855,NECK,15214
2,-0.48707104,107.36679,1159.3877,LEFT_SHOULDER,15214
3,244.62538,88.37163,1174.5833,RIGHT_SHOULDER,15214
4,-43.770714,-74.23735,1071.0621,LEFT_ELBOW,15214
5,285.0597,-89.1113,1098.2017,RIGHT_ELBOW,15214
6,57.704247,-358.68408,964.52136,LEFT_HAND,15214
7,176.6654,-105.66143,925.31433,RIGHT_HAND,15214
8,110.72686,-46.64463,1169.2937,TORSO,15214
9,20.915348,-185.07744,1166.7373,LEFT_HIP,15214
10,177.85378,-197.2395,1176.4666,RIGHT_HIP,15214
11,5.640665,-513.8487,1134.2062,LEFT_KNEE,15214
12,206.78947,-526.6212,1183.7135,RIGHT_KNEE,15214
13,48.66308,-818.1675,1215.8704,LEFT_FOOT,15214
14,197.8815,-839.5232,1239.7751,RIGHT_FOOT,15214
0,194.30745,298.07617,1225.7369,HEAD,15214
1,126.71298,92.69371,1171.1837,NECK,15214
2,3.2731495,104.18691,1162.6013,LEFT_SHOULDER,15214
3,250.15282,81.200516,1179.7661,RIGHT_SHOULDER,15214
4,-36.854958,-74.001564,1078.4346,LEFT_ELBOW,15214
5,283.47614,-86.732956,1103.0515,RIGHT_ELBOW,15214
6,63.25183,-356.72153,958.1914,LEFT_HAND,15214
7,192.37117,-102.71253,940.09894,RIGHT_HAND,15214
8,113.31003,-49.472866,1173.5735,TORSO,15214
9,21.92407,-184.37863,1170.5414,LEFT_HIP,15214
10,177.89008,-198.90027,1181.3851,RIGHT_HIP,15214
11,8.123822,-512.8441,1134.4572,LEFT_KNEE,15214
