joint,x,y,z,jointname,time
0,97.92908,354.73535,1149.8787,HEAD,175911
1,54.581997,281.4743,1221.3397,NECK,175911
2,-32.414333,295.4119,1304.8667,LEFT_SHOULDER,175911
3,141.57832,267.53674,1137.8127,RIGHT_SHOULDER,175911
4,-48.931458,214.5577,1486.0409,LEFT_ELBOW,175911
5,145.82306,190.06342,907.50574,RIGHT_ELBOW,175911
6,-124.74143,337.3336,1330.082,LEFT_HAND,175911
7,-74.02867,244.89597,907.26965,RIGHT_HAND,175911
8,38.495598,148.69846,1226.7406,TORSO,175911
9,-45.30856,26.77156,1297.1587,LEFT_HIP,175911
10,90.12695,5.0736237,1167.1243,RIGHT_HIP,175911
11,-53.49599,-253.47517,1400.3193,LEFT_KNEE,175911
12,85.55751,-274.9026,1149.73,RIGHT_KNEE,175911
13,-0.4798622,-550.1113,1480.1289,LEFT_FOOT,175911
14,81.054115,-562.8422,1339.9598,RIGHT_FOOT,175911
0,87.75839,368.98657,1165.2001,HEAD,175911
1,54.823727,284.0731,1215.0342,NECK,175911
2,-34.904552,299.64633,1298.7507,LEFT_SHOULDER,175911
3,144.552,268.49985,1131.3176,RIGHT_SHOULDER,175911
4,-46.552647,204.87186,1476.9639,LEFT_ELBOW,175911
5,144.14441,193.69794,901.7376,RIGHT_ELBOW,175911
6,-27.183075,339.70123,1223.8424,LEFT_HAND,175911
7,-78.781265,245.63446,899.5002,RIGHT_HAND,175911
8,39.563374,148.34917,1223.9258,TORSO,175911
9,-44.021946,24.483734,1296.5647,LEFT_HIP,175911
10,92.62798,0.76675415,1169.0701,RIGHT_HIP,175911
11,-53.01641,-258.3689,1404.5046,LEFT_KNEE,175911
12,90.632576,-278.12744,1150.923,RIGHT_KNEE,175911
13,-5.546829,-536.0204,1433.5394,LEFT_FOOT,175911
14,100.252266,-568.1898,1242.875,RIGHT_FOOT,175911
0,83.128136,375.86157,1169.419,HEAD,175911
1,56.232082,286.15857,1211.4819,NECK,175911
2,-35.008503,302.92508,1294.8628,LEFT_SHOULDER,175911
3,147.47267,269.39206,1128.1008,RIGHT_SHOULDER,175911
4,-43.080605,196.6264,1468.0698,LEFT_ELBOW,175911
5,141.14105,196.04797,899.5452,RIGHT_ELBOW,175911
6,-8.169662,339.21606,1139.1536,LEFT_HAND,175911
7,-70.15668,235.90372,898.80133,RIGHT_HAND,175911
8,40.75782,149.54335,1222.02,TORSO,175911
9,-42.569393,25.396896,1294.5662,LEFT_HIP,175911
10,93.13651,0.45936584,1170.5503,RIGHT_HIP,175911
11,-51.46156,-260.70026,1402.8856,LEFT_KNEE,175911
12,92.719795,-279.4851,1151.547,RIGHT_KNEE,175911
13,-4.923374,-540.4552,1440.6854,LEFT_FOOT,175911
14,101.12334,-568.89996,1233.0186,RIGHT_FOOT,175911
0,79.92526,387.37918,1162.4027,HEAD,175911
1,58.560146,288.37787,1197.1951,NECK,175911
2,-33.77149,309.95444,1285.4036,LEFT_SHOULDER,175911
3,150.89177,266.8013,1108.9866,RIGHT_SHOULDER,175911
4,-39.826416,196.67459,1447.4509,LEFT_ELBOW,175911
5,140.76631,193.50084,898.6346,RIGHT_ELBOW,175911
6,-2.5228958,344.4624,1110.5951,LEFT_HAND,175911
7,-61.581924,222.05899,903.57574,RIGHT_HAND,175911
8,43.091805,151.75798,1214.4221,TORSO,175911
9,-38.855183,30.673187,1295.1592,LEFT_HIP,175911
10,94.10211,-0.39700317,1168.1392,RIGHT_HIP,175911
11,-47.319725,-257.57684,1392.2788,LEFT_KNEE,175911
12,92.18,-285.54105,1151.3029,RIGHT_KNEE,175911
13,-0.16830444,-539.07526,1441.1038,LEFT_FOOT,175911
14,104.387344,-577.786,1216.3126,RIGHT_FOOT,175911
0,41.509197,414.56784,1147.7977,HEAD,175911
1,56.98166,290.78568,1191.1096,NECK,175911
2,-35.53205,313.26776,1282.2861,LEFT_SHOULDER,175911
3,149.49536,268.3036,1099.9331,RIGHT_SHOULDER,175911
4,-37.211838,202.12619,1413.7933,LEFT_ELBOW,175911
5,140.51901,193.45024,897.8593,RIGHT_ELBOW,175911
6,51.89663,310.1362,982.2077,LEFT_HAND,175911
7,-60.51367,209.68979,913.9009,RIGHT_HAND,175911
8,43.4073,153.97777,1211.07,TORSO,175911
9,-35.786842,33.11635,1295.7015,LEFT_HIP,175911
10,95.45273,1.2233734,1166.359,RIGHT_HIP,175911
11,-47.85023,-252.50203,1395.7311,LEFT_KNEE,175911
12,89.998116,-287.68542,1151.0629,RIGHT_KNEE,175911
13,0.8131943,-537.8743,1441.1012,LEFT_FOOT,175911
14,108.13829,-581.70087,1203.556,RIGHT_FOOT,175911
0,24.412445,385.2386,1172.725,HEAD,175911
1,56.04396,290.09576,1195.087,NECK,175911
2,-39.828537,303.6399,1284.3026,LEFT_SHOULDER,175911
3,151.91646,276.5516,1105.8715,RIGHT_SHOULDER,175911
4,-17.645004,245.60603,1139.3796,LEFT_ELBOW,175911
5,145.57246,203.36014,895.4106,RIGHT_ELBOW,175911
6,92.00825,317.12704,939.6147,LEFT_HAND,175911
7,-52.955765,209.31363,919.1686,RIGHT_HAND,175911
8,50.491165,155.09909,1209.6143,TORSO,175911
9,-29.162987,30.570923,1293.0975,LEFT_HIP,175911
10,119.03973,9.633942,1155.1854,RIGHT_HIP,175911
11,-43.093876,-259.91962,1395.8256,LEFT_KNEE,175911
12,88.7429,-284.13007,1152.621,RIGHT_KNEE,175911
13,-0.4722824,-551.35846,1438.2433,LEFT_FOOT,175911
14,107.79563,-576.41205,1205.9058,RIGHT_FOOT,175911
0,19.260185,381.34885,1179.754,HEAD,175911
1,56.198494,288.9316,1199.8838,NECK,175911
2,-35.7117,302.95288,1288.4408,LEFT_SHOULDER,175911
3,148.10869,274.91034,1111.3268,RIGHT_SHOULDER,175911
4,-12.003401,242.2531,1094.4497,LEFT_ELBOW,175911
5,142.21222,203.09787,890.02167,RIGHT_ELBOW,175911
6,118.572525,330.6596,965.1322,LEFT_HAND,175911
7,-50.92311,197.36519,919.5764,RIGHT_HAND,175911
8,47.602627,154.20102,1212.2944,TORSO,175911
9,-30.200827,30.028336,1291.3877,LEFT_HIP,175911
10,108.21435,8.912521,1158.0225,RIGHT_HIP,175911
11,-44.208305,-262.47058,1395.87,LEFT_KNEE,175911
12,92.17587,-283.37665,1152.8873,RIGHT_KNEE,175911
13,-3.0511703,-554.0187,1436.0342,LEFT_FOOT,175911
14,104.37547,-560.8721,1235.8927,RIGHT_FOOT,175911
0,18.514194,374.92932,1179.6305,HEAD,175911
1,59.348824,282.01746,1209.3599,NECK,175911
2,-30.137428,294.34674,1295.5022,LEFT_SHOULDER,175911
3,148.83507,269.68817,1123.2175,RIGHT_SHOULDER,175911
4,0.49258232,233.18153,1069.5425,LEFT_ELBOW,175911
5,136.61763,213.83098,880.81683,RIGHT_ELBOW,175911
6,135.42107,289.90338,1022.62695,LEFT_HAND,175911
7,-55.394913,200.54948,920.50806,RIGHT_HAND,175911
8,46.329918,148.36699,1214.9646,TORSO,175911
9,-35.34189,24.17543,1286.6567,LEFT_HIP,175911
10,101.96391,5.257614,1154.4819,RIGHT_HIP,175911
11,-45.020782,-273.1245,1385.9852,LEFT_KNEE,175911
12,103.23051,-279.66296,1157.7787,RIGHT_KNEE,175911
13,-3.67556,-567.2179,1435.1161,LEFT_FOOT,175911
14,117.11775,-561.7106,1238.9197,RIGHT_FOOT,175911
0,16.201683,369.19525,1179.9703,HEAD,175911
1,61.90245,274.57962,1210.648,NECK,175911
2,-26.770912,286.62582,1296.9468,LEFT_SHOULDER,175911
3,150.57582,262.53342,1124.3491,RIGHT_SHOULDER,175911
4,11.590454,229.24277,1050.3107,LEFT_ELBOW,175911
5,134.57457,220.03682,876.93945,RIGHT_ELBOW,175911
6,190.04623,357.07074,1061.6094,LEFT_HAND,175911
7,-1.0826263,249.9581,945.3986,RIGHT_HAND,175911
8,46.97687,143.77089,1213.5709,TORSO,175911
9,-35.48456,22.136856,1282.2213,LEFT_HIP,175911
10,99.58714,3.7874603,1150.7665,RIGHT_HIP,175911
11,-42.336674,-286.65326,1376.1595,LEFT_KNEE,175911
12,104.67378,-275.75653,1157.0797,RIGHT_KNEE,175911
13,-1.653965,-578.90155,1435.9696,LEFT_FOOT,175911
14,121.18617,-557.60626,1239.412,RIGHT_FOOT,175911
0,14.037804,363.65152,1181.2214,HEAD,175911
1,57.391075,271.40228,1193.6793,NECK,175911
2,-37.218437,286.39087,1278.737,LEFT_SHOULDER,175911
3,152.0006,256.4137,1108.6216,RIGHT_SHOULDER,175911
4,8.52314,246.99149,1045.4138,LEFT_ELBOW,175911
5,139.50497,200.57042,875.3405,RIGHT_ELBOW,175911
6,174.64142,353.29224,1055.2358,LEFT_HAND,175911
7,82.86492,311.1809,1022.70996,RIGHT_HAND,175911
8,46.628872,142.13705,1204.4873,TORSO,175911
9,-35.385017,24.159912,1279.3534,LEFT_HIP,175911
10,107.11835,1.5837097,1151.2372,RIGHT_HIP,175911
11,23.153194,-237.31967,1088.9684,LEFT_KNEE,175911
12,105.83797,-258.69067,1332.4722,RIGHT_KNEE,175911
13,-0.13412666,-566.0497,1415.5214,LEFT_FOOT,175911
14,121.03064,-569.141,1403.641,RIGHT_FOOT,175911
0,11.377144,358.40942,1183.6031,HEAD,175911
1,61.5692,276.43402,1188.121,NECK,175911
2,-29.039253,292.74854,1272.3544,LEFT_SHOULDER,175911
3,152.17764,260.1195,1103.8876,RIGHT_SHOULDER,175911
4,4.896694,246.99586,1039.3517,LEFT_ELBOW,175911
5,139.98137,188.57336,877.51685,RIGHT_ELBOW,175911
6,181.10521,365.85925,1060.5797,LEFT_HAND,175911
7,83.73884,310.79803,1025.2473,RIGHT_HAND,175911
8,50.0857,144.51799,1201.3181,TORSO,175911
9,-31.612762,25.244537,1279.79,LEFT_HIP,175911
10,108.81717,-0.04058838,1149.2405,RIGHT_HIP,175911
11,26.017994,-244.93317,1089.5962,LEFT_KNEE,175911
12,104.72073,-274.37442,1248.7947,RIGHT_KNEE,175911
13,2.5397568,-559.9796,1403.6328,LEFT_FOOT,175911
14,117.93962,-579.6599,1378.5035,RIGHT_FOOT,175911
0,10.581596,355.19693,1182.6793,HEAD,175911
1,60.222572,275.72467,1177.873,NECK,175911
2,-31.215912,295.59204,1264.8618,LEFT_SHOULDER,175911
3,151.66106,255.85725,1090.8843,RIGHT_SHOULDER,175911
4,1.9573326,253.18935,1028.828,LEFT_ELBOW,175911
5,116.162674,170.45242,878.7241,RIGHT_ELBOW,175911
6,191.35495,370.6196,1047.075,LEFT_HAND,175911
7,81.38112,297.69873,1021.35657,RIGHT_HAND,175911
8,49.61968,142.75128,1197.0977,TORSO,175911
9,-28.60331,24.470139,1280.6517,LEFT_HIP,175911
10,106.63688,-4.914322,1151.9928,RIGHT_HIP,175911
11,39.66359,-265.82355,1107.5255,LEFT_KNEE,175911
12,103.70071,-295.8214,1204.3074,RIGHT_KNEE,175911
13,5.1866875,-559.4352,1385.5664,LEFT_FOOT,175911
14,116.34623,-586.90247,1357.7186,RIGHT_FOOT,175911
0,9.545982,354.95645,1183.4095,HEAD,175911
1,59.02831,288.7041,1162.8204,NECK,175911
2,-29.375347,312.0074,1249.9521,LEFT_SHOULDER,175911
3,147.43196,265.40082,1075.6887,RIGHT_SHOULDER,175911
4,-2.9058933,251.05775,1034.0585,LEFT_ELBOW,175911
5,96.633804,178.72296,878.1935,RIGHT_ELBOW,175911
6,190.29192,352.08713,1036.7678,LEFT_HAND,175911
7,59.349174,314.95667,1023.42456,RIGHT_HAND,175911
8,49.510406,150.05872,1190.2441,TORSO,175911
9,-24.663113,28.456604,1281.3932,LEFT_HIP,175911
10,104.64812,-5.6299744,1153.9425,RIGHT_HIP,175911
11,42.3827,-272.70776,1147.8873,LEFT_KNEE,175911
12,100.68455,-303.50598,1192.7083,RIGHT_KNEE,175911
13,3.9691124,-550.32556,1388.4299,LEFT_FOOT,175911
14,115.82986,-597.7224,1340.1289,RIGHT_FOOT,175911
0,9.344048,355.11145,1183.7789,HEAD,175911
1,59.035236,297.94568,1162.2285,NECK,175911
2,-30.551113,320.94116,1249.9158,LEFT_SHOULDER,175911
3,148.6216,274.95026,1074.5413,RIGHT_SHOULDER,175911
4,-1.0723934,236.29268,1028.6017,LEFT_ELBOW,175911
5,93.67682,183.41032,873.99097,RIGHT_ELBOW,175911
6,180.70656,350.45996,1033.5216,LEFT_HAND,175911
7,54.835228,321.6084,1019.60364,RIGHT_HAND,175911
8,49.738598,155.31306,1190.1351,TORSO,175911
9,-23.677074,29.138824,1280.8015,LEFT_HIP,175911
10,104.561,-3.777954,1155.282,RIGHT_HIP,175911
11,43.490772,-278.53052,1163.0945,LEFT_KNEE,175911
12,99.122055,-303.73022,1182.0925,RIGHT_KNEE,175911
13,1.4039307,-545.16235,1391.2489,LEFT_FOOT,175911
14,116.44359,-603.41437,1326.7899,RIGHT_FOOT,175911
0,11.092808,353.67072,1181.9862,HEAD,175911
1,58.333694,304.36078,1167.6725,NECK,175911
2,-33.924515,322.9596,1252.9226,LEFT_SHOULDER,175911
3,150.5919,285.76196,1082.4224,RIGHT_SHOULDER,175911
4,-2.5086193,226.69748,1025.0134,LEFT_ELBOW,175911
5,95.74139,191.82065,870.4853,RIGHT_ELBOW,175911
6,184.81795,335.80255,1029.7295,LEFT_HAND,175911
7,52.764477,329.49866,1018.93494,RIGHT_HAND,175911
8,51.501774,158.41405,1192.1198,TORSO,175911
9,-20.137909,25.532242,1276.4519,LEFT_HIP,175911
10,109.477615,-0.5976105,1156.6821,RIGHT_HIP,175911
11,45.734116,-282.89996,1146.9728,LEFT_KNEE,175911
12,103.88687,-279.47632,1166.1111,RIGHT_KNEE,175911
13,-2.0057297,-537.47375,1363.5388,LEFT_FOOT,175911
14,112.881966,-594.8867,1320.35,RIGHT_FOOT,175911
0,78.54728,334.94855,1092.8512,HEAD,175911
1,59.449863,308.92343,1163.7874,NECK,175911
2,-38.992382,321.5382,1244.5939,LEFT_SHOULDER,175911
3,157.8921,296.30865,1082.9808,RIGHT_SHOULDER,175911
4,-17.199705,224.03766,1000.5521,LEFT_ELBOW,175911
5,100.86505,199.23068,878.3915,RIGHT_ELBOW,175911
6,175.31224,326.14246,1010.1381,LEFT_HAND,175911
7,0.7649765,241.404,922.81476,RIGHT_HAND,175911
8,56.98976,167.05467,1182.9376,TORSO,175911
9,-5.465527,32.873917,1251.3351,LEFT_HIP,175911
10,114.52484,17.49791,1152.8407,RIGHT_HIP,175911
11,55.375286,-285.95526,1137.4447,LEFT_KNEE,175911
12,107.925,-279.90387,1163.59,RIGHT_KNEE,175911
13,18.057514,-526.63837,1336.3816,LEFT_FOOT,175911
14,107.48273,-582.9663,1307.0347,RIGHT_FOOT,175911
0,102.72986,311.218,1083.421,HEAD,175911
1,61.680748,311.10385,1161.7219,NECK,175911
2,-36.334846,325.1538,1243.8213,LEFT_SHOULDER,175911
3,159.69633,297.0539,1079.6226,RIGHT_SHOULDER,175911
4,-23.77731,232.86392,985.9984,LEFT_ELBOW,175911
5,111.49042,206.05118,880.9845,RIGHT_ELBOW,175911
6,143.8934,282.48062,976.01825,LEFT_HAND,175911
7,-3.1212997,244.82214,903.80524,RIGHT_HAND,175911
8,56.601643,168.10658,1180.1299,TORSO,175911
9,-5.5083294,33.284363,1246.3077,LEFT_HIP,175911
10,108.553406,16.934265,1150.768,RIGHT_HIP,175911
11,-6.5247974,-186.44423,1140.4792,LEFT_KNEE,175911
12,102.20692,-279.82272,1158.4894,RIGHT_KNEE,175911
13,25.080744,-510.21765,1315.1802,LEFT_FOOT,175911
14,113.5039,-574.04236,1298.5592,RIGHT_FOOT,175911
0,114.78756,306.79977,1075.3618,HEAD,175911
1,65.06486,309.1464,1160.4176,NECK,175911
2,-30.878738,325.41016,1244.4452,LEFT_SHOULDER,175911
3,161.00845,292.88263,1076.39,RIGHT_SHOULDER,175911
4,-22.53495,237.34471,974.6034,LEFT_ELBOW,175911
5,111.588104,207.86197,876.86255,RIGHT_ELBOW,175911
6,144.40823,304.0128,970.81104,LEFT_HAND,175911
7,-29.643906,252.82529,885.7153,RIGHT_HAND,175911
8,58.90934,166.68889,1180.9623,TORSO,175911
9,-4.886138,34.00215,1251.9882,LEFT_HIP,175911
10,110.39378,14.460617,1151.0258,RIGHT_HIP,175911
11,-5.887023,-191.97847,1141.1511,LEFT_KNEE,175911
12,100.507675,-279.60638,1156.279,RIGHT_KNEE,175911
13,-7.283963,-483.25012,1316.7863,LEFT_FOOT,175911
14,112.3479,-570.559,1312.3452,RIGHT_FOOT,175911
0,120.53016,304.7462,1073.1471,HEAD,175911
1,66.23811,307.08585,1160.8898,NECK,175911
2,-27.984125,323.46484,1246.113,LEFT_SHOULDER,175911
3,160.46036,290.70685,1075.6665,RIGHT_SHOULDER,175911
4,-10.208883,279.2137,1499.2079,LEFT_ELBOW,175911
5,111.46997,208.50725,871.36676,RIGHT_ELBOW,175911
6,13.472002,270.6653,933.80707,LEFT_HAND,175911
7,-90.46683,270.28604,883.46906,RIGHT_HAND,175911
8,60.853535,165.26231,1182.1936,TORSO,175911
9,-2.838087,33.574524,1256.2357,LEFT_HIP,175911
10,113.77601,13.30304,1150.7592,RIGHT_HIP,175911
11,-41.517014,-238.66089,1231.328,LEFT_KNEE,175911
12,104.583755,-297.40735,1147.0635,RIGHT_KNEE,175911
13,-21.317612,-502.98877,1341.2006,LEFT_FOOT,175911
14,117.51222,-573.25305,1310.4545,RIGHT_FOOT,175911
0,115.97087,308.96567,1077.3364,HEAD,175911
1,72.862366,301.6847,1163.8228,NECK,175911
2,-16.303724,320.47256,1250.1652,LEFT_SHOULDER,175911
3,162.02846,282.8968,1077.4803,RIGHT_SHOULDER,175911
4,-9.507479,282.30444,1500.0309,LEFT_ELBOW,175911
5,119.31506,211.2261,870.5839,RIGHT_ELBOW,175911
6,-61.060303,293.5236,961.6418,LEFT_HAND,175911
7,-71.20654,257.9519,867.5264,RIGHT_HAND,175911
8,64.1527,160.67299,1185.5121,TORSO,175911
9,-3.2233524,32.022705,1264.01,LEFT_HIP,175911
10,114.10943,7.2998962,1150.3928,RIGHT_HIP,175911
11,-12.648375,-276.9947,1347.9117,LEFT_KNEE,175911
12,107.532936,-312.09183,1144.4347,RIGHT_KNEE,175911
13,-8.517408,-507.59338,1368.6921,LEFT_FOOT,175911
14,123.629486,-582.7716,1308.4808,RIGHT_FOOT,175911
