joint,x,y,z,jointname,time
0,184.74675,194.92345,1501.3757,HEAD,114633
1,149.74384,-18.889175,1433.0446,NECK,114633
2,15.539333,-17.874146,1434.455,LEFT_SHOULDER,114633
3,283.94833,-19.904205,1431.6342,RIGHT_SHOULDER,114633
4,-49.970432,-232.40785,1469.2056,LEFT_ELBOW,114633
5,342.6916,-223.9835,1411.834,RIGHT_ELBOW,114633
6,-83.2724,-486.5226,1357.953,LEFT_HAND,114633
7,386.26184,-454.29297,1300.4883,RIGHT_HAND,114633
8,148.33423,-177.7727,1413.2607,TORSO,114633
9,50.074818,-335.9237,1394.4948,LEFT_HIP,114633
10,243.77443,-337.38873,1392.4591,RIGHT_HIP,114633
11,46.090137,-671.1045,1419.8092,LEFT_KNEE,114633
12,270.2693,-672.39404,1400.9614,RIGHT_KNEE,114633
13,74.008224,-979.67883,1511.896,LEFT_FOOT,114633
14,246.90271,-982.7457,1488.2158,RIGHT_FOOT,114633
0,184.12999,194.97395,1500.5437,HEAD,114633
1,149.92241,-20.078949,1428.4646,NECK,114633
2,16.541536,-18.940079,1427.2104,LEFT_SHOULDER,114633
3,283.30328,-21.21782,1429.7188,RIGHT_SHOULDER,114633
4,-49.828514,-232.34874,1472.2448,LEFT_ELBOW,114633
5,343.34113,-225.7736,1409.0713,RIGHT_ELBOW,114633
6,-83.85454,-488.86188,1362.8313,LEFT_HAND,114633
7,390.0902,-452.95428,1301.9329,RIGHT_HAND,114633
8,148.73573,-178.85521,1410.4872,TORSO,114633
9,50.88005,-336.80606,1391.6008,LEFT_HIP,114633
10,244.21806,-338.45688,1393.4187,RIGHT_HIP,114633
11,47.735054,-671.5382,1418.1061,LEFT_KNEE,114633
12,260.7281,-673.81604,1388.977,RIGHT_KNEE,114633
13,77.28595,-980.03174,1508.7131,LEFT_FOOT,114633
14,244.9764,-982.47565,1482.4238,RIGHT_FOOT,114633
0,184.32912,195.11374,1501.3767,HEAD,114633
1,149.28554,-21.529846,1426.7826,NECK,114633
2,15.289558,-22.211823,1425.1888,LEFT_SHOULDER,114633
3,283.28152,-20.84787,1428.3763,RIGHT_SHOULDER,114633
4,-49.786674,-235.49246,1472.6885,LEFT_ELBOW,114633
5,344.34363,-226.96698,1407.2991,RIGHT_ELBOW,114633
6,-83.54974,-491.97833,1364.0659,LEFT_HAND,114633
7,394.6681,-456.07788,1303.8623,RIGHT_HAND,114633
8,150.325,-181.067,1407.6569,TORSO,114633
9,52.45768,-341.10754,1387.3547,LEFT_HIP,114633
10,250.27122,-340.10077,1389.7075,RIGHT_HIP,114633
11,48.46601,-675.75525,1417.1388,LEFT_KNEE,114633
12,256.90472,-675.88525,1379.8657,RIGHT_KNEE,114633
13,79.912994,-984.4245,1507.1915,LEFT_FOOT,114633
14,243.63869,-983.2239,1478.5677,RIGHT_FOOT,114633
0,184.11531,194.90976,1501.7349,HEAD,114633
1,147.95335,-22.905243,1427.2683,NECK,114633
2,12.919815,-24.052887,1425.227,LEFT_SHOULDER,114633
3,282.98688,-21.757599,1429.3096,RIGHT_SHOULDER,114633
4,-49.840553,-236.76814,1472.4578,LEFT_ELBOW,114633
5,344.7695,-228.36967,1406.6531,RIGHT_ELBOW,114633
6,-81.39135,-490.46564,1361.2183,LEFT_HAND,114633
7,395.28622,-461.49365,1305.8846,RIGHT_HAND,114633
8,149.6085,-182.08868,1407.2727,TORSO,114633
9,52.632774,-342.11038,1385.7861,LEFT_HIP,114633
10,249.89453,-340.43387,1388.7681,RIGHT_HIP,114633
11,48.92225,-676.08105,1418.851,LEFT_KNEE,114633
12,256.4947,-675.7593,1376.2477,RIGHT_KNEE,114633
13,82.45688,-984.2765,1508.4958,LEFT_FOOT,114633
14,241.18283,-984.6395,1468.4635,RIGHT_FOOT,114633
0,184.31668,194.99411,1501.4595,HEAD,114633
1,146.71362,-23.280289,1428.8639,NECK,114633
2,11.495228,-24.671478,1423.7753,LEFT_SHOULDER,114633
3,281.93204,-21.8891,1433.9525,RIGHT_SHOULDER,114633
4,-50.30708,-236.4897,1468.839,LEFT_ELBOW,114633
5,344.98276,-228.35617,1409.6001,RIGHT_ELBOW,114633
6,-85.73947,-489.80826,1359.9017,LEFT_HAND,114633
7,394.87808,-460.6565,1306.8816,RIGHT_HAND,114633
8,149.22855,-182.25702,1405.4989,TORSO,114633
9,54.35419,-342.23572,1378.4689,LEFT_HIP,114633
10,249.13275,-340.23175,1385.799,RIGHT_HIP,114633
11,48.922134,-674.2407,1423.2429,LEFT_KNEE,114633
12,256.38504,-674.8425,1370.1606,RIGHT_KNEE,114633
13,84.8835,-981.3418,1513.7296,LEFT_FOOT,114633
14,241.13916,-983.66064,1460.665,RIGHT_FOOT,114633
0,184.06425,194.53197,1500.082,HEAD,114633
1,146.6385,-27.531952,1433.6802,NECK,114633
2,11.008268,-30.003036,1432.3469,LEFT_SHOULDER,114633
3,282.26874,-25.060867,1435.0134,RIGHT_SHOULDER,114633
4,-50.617302,-234.8575,1468.7882,LEFT_ELBOW,114633
5,344.44565,-232.02945,1411.9524,RIGHT_ELBOW,114633
6,-86.451744,-487.57123,1358.9489,LEFT_HAND,114633
7,395.1344,-459.81436,1307.769,RIGHT_HAND,114633
8,149.73705,-183.57816,1407.6897,TORSO,114633
9,54.457474,-341.41675,1380.7322,LEFT_HIP,114633
10,251.2137,-337.83197,1382.6663,RIGHT_HIP,114633
11,48.462364,-672.4884,1424.2725,LEFT_KNEE,114633
12,257.97897,-671.39246,1367.4427,RIGHT_KNEE,114633
13,86.59071,-978.3197,1514.4866,LEFT_FOOT,114633
14,245.0735,-981.6288,1449.3694,RIGHT_FOOT,114633
0,184.47632,194.1406,1498.8259,HEAD,114633
1,147.09517,-27.537476,1432.9102,NECK,114633
2,12.260074,-30.326218,1432.0176,LEFT_SHOULDER,114633
3,281.9303,-24.748734,1433.8027,RIGHT_SHOULDER,114633
4,-51.32268,-237.65039,1470.4971,LEFT_ELBOW,114633
