joint,x,y,z,jointname,time,voiceover
0,-33.17998,420.85748,3374.9812,HEAD,114335,0
1,-34.81255,145.83981,3289.6418,NECK,114335,0
2,-181.97237,138.68503,3296.1448,LEFT_SHOULDER,114335,0
3,112.347275,152.99458,3283.139,RIGHT_SHOULDER,114335,0
4,-224.77637,-139.60635,3330.8257,LEFT_ELBOW,114335,0
5,159.0673,-89.40654,3299.1765,RIGHT_ELBOW,114335,0
6,-225.83057,-325.1988,3138.691,LEFT_HAND,114335,0
7,185.89828,-317.0456,3177.0054,RIGHT_HAND,114335,0
8,-27.510973,-44.217842,3245.7644,TORSO,114335,0
9,-109.44533,-238.61406,3205.8303,LEFT_HIP,114335,0
10,69.026535,-229.93692,3197.9436,RIGHT_HIP,114335,0
11,-94.0286,-663.7373,3174.704,LEFT_KNEE,114335,0
12,51.686543,-643.7453,3135.6025,RIGHT_KNEE,114335,0
13,-60.28808,-1035.2039,3136.4146,LEFT_FOOT,114335,0
14,40.72675,-1033.8804,3140.452,RIGHT_FOOT,114335,0
0,-32.799965,421.28604,3375.8572,HEAD,114335,0
1,-35.98313,151.55484,3289.5771,NECK,114335,0
2,-182.04138,144.51279,3295.4429,LEFT_SHOULDER,114335,0
3,110.07511,158.5969,3283.7114,RIGHT_SHOULDER,114335,0
4,-224.43076,-134.85873,3329.9807,LEFT_ELBOW,114335,0
5,159.04538,-77.907745,3296.358,RIGHT_ELBOW,114335,0
6,-222.49489,-340.92697,3152.0999,LEFT_HAND,114335,0
7,188.38106,-324.0525,3140.8645,RIGHT_HAND,114335,0
8,-28.443998,-41.555393,3245.4646,TORSO,114335,0
9,-109.6191,-238.94289,3204.9148,LEFT_HIP,114335,0
10,67.809364,-230.38835,3197.7893,RIGHT_HIP,114335,0
11,-93.639275,-664.0501,3176.1858,LEFT_KNEE,114335,0
12,51.783886,-642.774,3135.0784,RIGHT_KNEE,114335,0
13,-58.7971,-1034.1504,3138.012,LEFT_FOOT,114335,0
14,40.830566,-1035.3977,3144.122,RIGHT_FOOT,114335,0
0,-33.326138,422.5582,3376.6055,HEAD,114335,0
1,-35.992718,150.90335,3289.304,NECK,114335,0
2,-182.68771,143.64272,3294.552,LEFT_SHOULDER,114335,0
3,110.70228,158.16397,3284.056,RIGHT_SHOULDER,114335,0
4,-223.39075,-136.28432,3327.7634,LEFT_ELBOW,114335,0
5,158.75604,-80.42462,3295.6848,RIGHT_ELBOW,114335,0
6,-202.06331,-326.10028,3149.2468,LEFT_HAND,114335,0
7,186.4111,-325.0791,3111.454,RIGHT_HAND,114335,0
8,-27.999947,-42.502842,3245.1418,TORSO,114335,0
9,-107.94264,-240.26137,3204.1255,LEFT_HIP,114335,0
10,67.92828,-231.55669,3197.834,RIGHT_HIP,114335,0
11,-93.503654,-664.1783,3176.055,LEFT_KNEE,114335,0
12,51.503197,-643.14325,3134.5085,RIGHT_KNEE,114335,0
13,-57.14889,-1035.2385,3136.304,LEFT_FOOT,114335,0
14,42.65811,-1036.6519,3146.1675,RIGHT_FOOT,114335,0
0,-34.61997,423.84207,3377.294,HEAD,114335,0
1,-37.646057,153.74179,3289.4973,NECK,114335,0
2,-183.39404,145.74579,3295.18,LEFT_SHOULDER,114335,0
3,108.101944,161.73778,3283.8147,RIGHT_SHOULDER,114335,0
4,-223.2961,-137.51941,3330.5933,LEFT_ELBOW,114335,0
5,157.9482,-75.440506,3292.0332,RIGHT_ELBOW,114335,0
6,-216.76335,-331.12668,3144.2668,LEFT_HAND,114335,0
7,190.68388,-323.21143,3142.0063,RIGHT_HAND,114335,0
8,-28.695793,-40.802193,3245.3105,TORSO,114335,0
9,-107.18702,-240.14337,3204.5332,LEFT_HIP,114335,0
10,67.69596,-230.54898,3197.7144,RIGHT_HIP,114335,0
11,-93.984146,-664.5147,3175.1753,LEFT_KNEE,114335,0
12,50.887356,-642.44995,3134.4001,RIGHT_KNEE,114335,0
13,-58.289913,-1035.7463,3134.5754,LEFT_FOOT,114335,0
14,45.797215,-1036.2242,3149.0122,RIGHT_FOOT,114335,0
0,-35.09704,424.66913,3377.8413,HEAD,114335,0
1,-36.406914,151.90018,3288.1514,NECK,114335,0
2,-182.29628,144.11034,3293.6968,LEFT_SHOULDER,114335,0
3,109.48244,159.69003,3282.606,RIGHT_SHOULDER,114335,0
4,-222.16331,-138.16658,3330.1123,LEFT_ELBOW,114335,0
5,158.4076,-80.91649,3293.4995,RIGHT_ELBOW,114335,0
6,-224.81897,-326.07532,3145.102,LEFT_HAND,114335,0
7,187.19443,-326.79596,3163.8132,RIGHT_HAND,114335,0
8,-27.784985,-40.92677,3244.1062,TORSO,114335,0
9,-107.11333,-238.44987,3203.4043,LEFT_HIP,114335,0
10,68.78722,-229.05756,3196.7178,RIGHT_HIP,114335,0
11,-94.27158,-662.87805,3173.538,LEFT_KNEE,114335,0
12,50.286785,-643.3353,3133.7795,RIGHT_KNEE,114335,0
13,-58.918724,-1034.3182,3133.714,LEFT_FOOT,114335,0
14,45.969833,-1036.189,3148.1792,RIGHT_FOOT,114335,0
0,-35.92826,424.17905,3377.7915,HEAD,114335,0
1,-35.45849,153.99747,3282.601,NECK,114335,0
2,-179.24496,145.6873,3288.9087,LEFT_SHOULDER,114335,0
3,108.32798,162.30763,3276.2935,RIGHT_SHOULDER,114335,0
4,-221.48386,-134.428,3330.1226,LEFT_ELBOW,114335,0
5,156.40125,-75.463776,3289.0742,RIGHT_ELBOW,114335,0
6,-205.83144,-341.71106,3147.4075,LEFT_HAND,114335,0
7,186.59709,-337.4322,3151.5671,RIGHT_HAND,114335,0
8,-26.142496,-39.32835,3240.2603,TORSO,114335,0
9,-105.64168,-237.78726,3201.8154,LEFT_HIP,114335,0
10,71.98868,-227.52109,3194.0234,RIGHT_HIP,114335,0
11,-93.95916,-659.0232,3169.7058,LEFT_KNEE,114335,0
12,51.680504,-644.6377,3134.968,RIGHT_KNEE,114335,0
13,-63.647186,-1042.0818,3140.8687,LEFT_FOOT,114335,0
14,47.010326,-1037.703,3152.1255,RIGHT_FOOT,114335,0
0,-37.584427,423.68237,3377.1455,HEAD,114335,0
1,-34.594227,152.0084,3281.6533,NECK,114335,0
2,-178.75342,143.03688,3289.4585,LEFT_SHOULDER,114335,0
3,109.56496,160.97992,3273.8481,RIGHT_SHOULDER,114335,0
4,-214.44484,-139.82237,3315.4187,LEFT_ELBOW,114335,0
5,156.0441,-78.09793,3296.284,RIGHT_ELBOW,114335,0
6,-216.81357,-348.529,3153.5046,LEFT_HAND,114335,0
7,194.6574,-346.1066,3172.9075,RIGHT_HAND,114335,0
8,-24.85482,-41.82987,3238.732,TORSO,114335,0
9,-104.24887,-241.21523,3200.6365,LEFT_HIP,114335,0
10,74.018036,-230.12106,3190.9846,RIGHT_HIP,114335,0
11,-94.00059,-659.42535,3167.773,LEFT_KNEE,114335,0
12,53.050575,-646.048,3134.495,RIGHT_KNEE,114335,0
13,-61.42134,-1037.7466,3137.7312,LEFT_FOOT,114335,0
14,49.4548,-1036.719,3158.873,RIGHT_FOOT,114335,0
0,-39.237823,423.3188,3376.7546,HEAD,114335,0
1,-34.176132,149.82959,3280.6687,NECK,114335,0
2,-178.15244,140.26883,3290.2878,LEFT_SHOULDER,114335,0
3,109.80017,159.39037,3271.0496,RIGHT_SHOULDER,114335,0
4,-215.11397,-142.14636,3313.722,LEFT_ELBOW,114335,0
5,157.54533,-78.72197,3293.6672,RIGHT_ELBOW,114335,0
6,-162.33286,-399.04187,3122.4905,LEFT_HAND,114335,0
7,188.7189,-339.70453,3166.0405,RIGHT_HAND,114335,0
8,-24.036383,-44.8357,3238.9526,TORSO,114335,0
9,-101.84839,-245.34146,3203.1128,LEFT_HIP,114335,0
10,74.055115,-233.66055,3191.3604,RIGHT_HIP,114335,0
11,-94.0737,-659.4459,3165.4001,LEFT_KNEE,114335,0
12,53.976166,-646.84534,3136.0298,RIGHT_KNEE,114335,0
13,-60.88396,-1036.7548,3133.906,LEFT_FOOT,114335,0
14,47.246693,-1036.8268,3157.7764,RIGHT_FOOT,114335,0
0,-40.039696,423.0468,3376.8596,HEAD,114335,0
1,-38.64526,151.28679,3286.6458,NECK,114335,0
2,-185.92592,139.05466,3303.3738,LEFT_SHOULDER,114335,0
3,108.63539,163.51892,3269.9177,RIGHT_SHOULDER,114335,0
4,-217.25037,-146.12158,3319.5588,LEFT_ELBOW,114335,0
5,158.5143,-72.95363,3290.7354,RIGHT_ELBOW,114335,0
6,-169.84344,-389.3723,3150.1733,LEFT_HAND,114335,0
7,194.61032,-333.28845,3184.6265,RIGHT_HAND,114335,0
8,-27.019392,-44.277683,3246.0005,TORSO,114335,0
9,-104.48374,-247.24138,3215.4739,LEFT_HIP,114335,0
10,73.69669,-232.44293,3195.2366,RIGHT_HIP,114335,0
11,-94.050316,-662.69574,3162.5837,LEFT_KNEE,114335,0
12,54.81042,-643.8993,3137.6228,RIGHT_KNEE,114335,0
13,-60.544216,-1047.346,3136.4148,LEFT_FOOT,114335,0
14,47.04432,-1033.1919,3159.0027,RIGHT_FOOT,114335,0
0,-41.256554,423.7708,3375.7024,HEAD,114335,0
1,-36.016754,148.19759,3260.4592,NECK,114335,0
2,-179.29967,137.32347,3281.6602,LEFT_SHOULDER,114335,0
3,107.26616,159.07169,3239.2583,RIGHT_SHOULDER,114335,0
4,-217.34717,-146.79774,3309.8875,LEFT_ELBOW,114335,0
5,160.44916,-73.3512,3296.7861,RIGHT_ELBOW,114335,0
6,-216.31277,-338.58313,3143.0542,LEFT_HAND,114335,0
7,188.9824,-328.51392,3177.7905,RIGHT_HAND,114335,0
8,-25.590063,-45.72846,3231.46,TORSO,114335,0
9,-102.34133,-246.27066,3215.36,LEFT_HIP,114335,0
10,72.01458,-233.03835,3189.5613,RIGHT_HIP,114335,0
11,-92.18384,-665.6561,3169.9724,LEFT_KNEE,114335,0
12,53.617332,-641.7002,3129.9773,RIGHT_KNEE,114335,0
13,-59.506516,-1054.3638,3145.866,LEFT_FOOT,114335,0
14,44.162216,-1032.2445,3142.019,RIGHT_FOOT,114335,0
0,-42.246502,423.9105,3375.4905,HEAD,114335,0
1,-33.513313,150.29803,3259.7983,NECK,114335,0
2,-175.59785,142.41797,3266.3376,LEFT_SHOULDER,114335,0
3,108.57122,158.1781,3253.259,RIGHT_SHOULDER,114335,0
4,-210.79506,-120.147644,3286.1235,LEFT_ELBOW,114335,0
