joint,x,y,z,jointname,time,voiceover
0,-448.7909,415.71387,3320.784,HEAD,11220,0
1,-458.40375,143.04015,3241.634,NECK,11220,0
2,-598.6494,138.98462,3247.1743,LEFT_SHOULDER,11220,0
3,-318.15808,147.09567,3236.0938,RIGHT_SHOULDER,11220,0
4,-641.3619,-118.98581,3304.701,LEFT_ELBOW,11220,0
5,-260.9951,-120.17673,3210.5942,RIGHT_ELBOW,11220,0
6,-677.9654,-332.01886,3145.1965,LEFT_HAND,11220,0
7,-230.04259,-345.77585,3112.4578,RIGHT_HAND,11220,0
8,-454.8044,-40.163666,3198.6418,TORSO,11220,0
9,-537.65924,-225.8675,3159.065,LEFT_HIP,11220,0
10,-364.7509,-220.86746,3152.2344,RIGHT_HIP,11220,0
11,-529.4665,-664.4387,3098.09,LEFT_KNEE,11220,0
12,-360.42935,-664.1177,3139.696,RIGHT_KNEE,11220,0
13,-521.62103,-1045.5693,3192.2354,LEFT_FOOT,11220,0
14,-407.04218,-1060.6316,3189.1753,RIGHT_FOOT,11220,0
0,-450.99942,416.37384,3318.0708,HEAD,11220,0
1,-456.9128,115.28328,3235.252,NECK,11220,0
2,-604.23315,113.771454,3236.969,LEFT_SHOULDER,11220,0
3,-309.59247,116.795105,3233.535,RIGHT_SHOULDER,11220,0
4,-647.15985,-157.26917,3282.8262,LEFT_ELBOW,11220,0
5,-261.81516,-106.3692,3215.9832,RIGHT_ELBOW,11220,0
6,-699.33405,-348.71985,3140.4658,LEFT_HAND,11220,0
7,-243.40602,-320.95544,3128.7405,RIGHT_HAND,11220,0
8,-455.64322,-55.19484,3194.079,TORSO,11220,0
9,-541.2513,-226.56451,3153.9187,LEFT_HIP,11220,0
10,-367.496,-224.7814,3151.8938,RIGHT_HIP,11220,0
11,-535.41425,-665.3185,3107.8794,LEFT_KNEE,11220,0
12,-360.9911,-662.4536,3138.3386,RIGHT_KNEE,11220,0
13,-524.80054,-1047.041,3193.5413,LEFT_FOOT,11220,0
14,-400.7553,-1053.9117,3201.5305,RIGHT_FOOT,11220,1
0,-456.8992,417.37677,3315.0635,HEAD,11220,0
1,-460.5531,125.02234,3232.7688,NECK,11220,0
2,-605.71185,122.9066,3235.4185,LEFT_SHOULDER,11220,0
3,-315.39435,127.13808,3230.1191,RIGHT_SHOULDER,11220,0
4,-650.8508,-149.53346,3280.9277,LEFT_ELBOW,11220,0
5,-270.09717,-115.01222,3216.5752,RIGHT_ELBOW,11220,0
6,-691.03424,-358.84918,3127.2773,LEFT_HAND,11220,0
7,-236.57759,-319.02808,3115.508,RIGHT_HAND,11220,0
8,-458.73047,-51.46197,3191.7002,TORSO,11220,0
9,-543.38416,-229.20671,3152.2102,LEFT_HIP,11220,0
10,-370.43152,-226.68587,3149.053,RIGHT_HIP,11220,0
11,-543.1468,-668.29047,3123.3457,LEFT_KNEE,11220,0
12,-365.88177,-653.22705,3133.1638,RIGHT_KNEE,11220,0
13,-527.48785,-1049.1886,3196.3486,LEFT_FOOT,11220,0
14,-397.954,-1048.9949,3206.5784,RIGHT_FOOT,11220,0
0,-461.18097,420.13525,3315.8418,HEAD,11220,0
1,-464.74884,131.7769,3231.2424,NECK,11220,0
2,-610.3047,129.54535,3234.1921,LEFT_SHOULDER,11220,0
3,-319.193,134.00845,3228.2927,RIGHT_SHOULDER,11220,0
4,-650.0333,-142.90375,3282.787,LEFT_ELBOW,11220,0
5,-292.48987,-92.55534,3227.865,RIGHT_ELBOW,11220,0
6,-689.349,-345.5263,3159.669,LEFT_HAND,11220,0
7,-257.23358,-307.1474,3090.9988,RIGHT_HAND,11220,0
8,-462.79535,-49.932343,3190.1711,TORSO,11220,0
9,-548.84753,-232.99081,3150.8833,LEFT_HIP,11220,0
10,-372.83615,-230.29236,3147.3164,RIGHT_HIP,11220,0
11,-548.5989,-673.5454,3140.827,LEFT_KNEE,11220,0
12,-376.00937,-656.1029,3129.7476,RIGHT_KNEE,11220,0
13,-528.4012,-1047.5743,3200.216,LEFT_FOOT,11220,0
14,-395.56885,-1053.24,3205.9658,RIGHT_FOOT,11220,0
0,-463.8827,422.3563,3317.3088,HEAD,11220,0
1,-466.33008,135.42648,3232.2349,NECK,11220,0
2,-610.68823,134.02428,3239.1099,LEFT_SHOULDER,11220,0
3,-321.9719,136.82869,3225.3599,RIGHT_SHOULDER,11220,0
4,-651.069,-138.70094,3284.2412,LEFT_ELBOW,11220,0
5,-295.10416,-92.01962,3222.38,RIGHT_ELBOW,11220,0
6,-689.5548,-351.78152,3167.0051,LEFT_HAND,11220,0
7,-277.11328,-325.3121,3097.3472,RIGHT_HAND,11220,0
8,-466.40012,-50.67053,3192.8088,TORSO,11220,0
9,-558.61115,-237.66254,3157.771,LEFT_HIP,11220,0
10,-374.3292,-235.87254,3148.9946,RIGHT_HIP,11220,0
11,-551.936,-668.44006,3146.835,LEFT_KNEE,11220,0
12,-377.10312,-661.43085,3133.857,RIGHT_KNEE,11220,0
13,-529.3235,-1045.4944,3212.9692,LEFT_FOOT,11220,0
14,-397.57874,-1061.7675,3204.1006,RIGHT_FOOT,11220,0
0,-466.398,422.68,3319.3987,HEAD,11220,0
1,-469.52667,137.92458,3229.5906,NECK,11220,0
2,-613.9204,135.32639,3235.3987,LEFT_SHOULDER,11220,0
3,-325.1329,140.52278,3223.7825,RIGHT_SHOULDER,11220,0
4,-652.23083,-137.71136,3280.884,LEFT_ELBOW,11220,0
5,-290.4246,-101.52998,3221.9421,RIGHT_ELBOW,11220,0
6,-693.0907,-313.61273,3112.6777,LEFT_HAND,11220,0
7,-281.9797,-316.87854,3078.914,RIGHT_HAND,11220,0
8,-467.73602,-47.57356,3191.128,TORSO,11220,0
9,-554.2035,-234.65979,3156.2153,LEFT_HIP,11220,0
10,-377.6873,-231.4836,3149.1152,RIGHT_HIP,11220,0
11,-557.19934,-661.2129,3155.7031,LEFT_KNEE,11220,0
12,-381.59058,-655.078,3134.292,RIGHT_KNEE,11220,0
13,-527.8688,-1045.6586,3208.9778,LEFT_FOOT,11220,0
14,-393.28278,-1051.1135,3193.2937,RIGHT_FOOT,11220,0
0,-466.37396,421.1883,3320.2947,HEAD,11220,0
1,-474.41458,139.71016,3225.8164,NECK,11220,0
2,-620.64624,136.54121,3234.3328,LEFT_SHOULDER,11220,0
3,-328.1829,142.8791,3217.3,RIGHT_SHOULDER,11220,0
4,-656.54974,-141.39082,3280.1985,LEFT_ELBOW,11220,0
5,-293.7761,-100.3925,3219.17,RIGHT_ELBOW,11220,0
6,-681.5913,-293.812,3105.9114,LEFT_HAND,11220,0
7,-287.83096,-315.36682,3074.0974,RIGHT_HAND,11220,0
8,-472.48877,-44.90651,3190.1885,TORSO,11220,0
9,-559.5233,-231.451,3159.7415,LEFT_HIP,11220,0
10,-381.60263,-227.59535,3149.3796,RIGHT_HIP,11220,0
11,-556.98944,-657.7595,3157.4128,LEFT_KNEE,11220,0
12,-381.36972,-662.2313,3138.759,RIGHT_KNEE,11220,0
13,-528.24164,-1038.6218,3202.5876,LEFT_FOOT,11220,0
14,-393.43433,-1052.0072,3181.8267,RIGHT_FOOT,11220,0
0,-474.2286,421.2988,3320.7686,HEAD,11220,0
1,-475.31528,138.28094,3223.8743,NECK,11220,0
2,-619.9466,133.2945,3241.465,LEFT_SHOULDER,11220,0
3,-330.68396,143.26741,3206.2834,RIGHT_SHOULDER,11220,0
4,-654.5496,-142.62115,3291.0925,LEFT_ELBOW,11220,0
5,-297.62888,-109.12958,3215.2354,RIGHT_ELBOW,11220,0
6,-680.6819,-327.0575,3084.6145,LEFT_HAND,11220,0
7,-299.9491,-325.90497,3052.4707,RIGHT_HAND,11220,0
8,-472.51123,-52.62231,3192.814,TORSO,11220,0
9,-558.1344,-246.57428,3172.5085,LEFT_HIP,11220,0
10,-381.28,-240.47687,3150.9988,RIGHT_HIP,11220,0
11,-555.1277,-665.1288,3165.967,LEFT_KNEE,11220,0
12,-384.9399,-675.27734,3145.977,RIGHT_KNEE,11220,0
13,-526.7824,-1028.4031,3176.846,LEFT_FOOT,11220,0
14,-393.77332,-1067.2827,3182.84,RIGHT_FOOT,11220,0
0,-474.07196,419.22028,3319.1252,HEAD,11220,0
1,-476.23438,138.811,3223.039,NECK,11220,0
2,-620.7354,134.04291,3242.4993,LEFT_SHOULDER,11220,0
3,-331.73337,143.5791,3203.5789,RIGHT_SHOULDER,11220,0
4,-656.6013,-143.24338,3289.4387,LEFT_ELBOW,11220,0
5,-296.14484,-110.400925,3211.7776,RIGHT_ELBOW,11220,0
6,-715.8109,-347.44543,3044.536,LEFT_HAND,11220,0
7,-311.41925,-316.1333,3043.5156,RIGHT_HAND,11220,0
8,-474.0023,-53.722057,3192.4395,TORSO,11220,0
9,-560.17914,-249.17236,3173.746,LEFT_HIP,11220,0
10,-383.36124,-243.33789,3149.9336,RIGHT_HIP,11220,0
11,-555.9345,-673.0127,3170.477,LEFT_KNEE,11220,0
12,-388.2054,-676.6785,3148.294,RIGHT_KNEE,11220,0
13,-532.533,-1024.0503,3182.58,LEFT_FOOT,11220,0
14,-392.71793,-1073.8405,3194.3599,RIGHT_FOOT,11220,0
0,-474.8631,418.8824,3318.2112,HEAD,11220,0
1,-477.80093,138.22885,3220.5671,NECK,11220,0
2,-621.2425,133.95831,3238.3208,LEFT_SHOULDER,11220,0
3,-334.35934,142.4994,3202.8135,RIGHT_SHOULDER,11220,0
4,-655.96686,-142.99466,3288.9514,LEFT_ELBOW,11220,0
5,-300.6214,-116.32213,3212.5466,RIGHT_ELBOW,11220,0
6,-677.2957,-340.43762,3074.07,LEFT_HAND,11220,0
7,-319.7394,-333.3009,3026.4724,RIGHT_HAND,11220,0
8,-476.39917,-47.80645,3187.1428,TORSO,11220,0
9,-557.98474,-236.31245,3163.9897,LEFT_HIP,11220,0
10,-392.0101,-231.37106,3143.4473,RIGHT_HIP,11220,0
11,-556.99146,-668.9674,3166.4192,LEFT_KNEE,11220,0
12,-392.75317,-665.8509,3151.3047,RIGHT_KNEE,11220,0
13,-530.50586,-1026.7693,3183.7488,LEFT_FOOT,11220,0
14,-395.42316,-1066.1296,3187.124,RIGHT_FOOT,11220,0
0,-480.6089,419.86377,3317.918,HEAD,11220,0
1,-481.4224,138.34938,3217.4456,NECK,11220,0
2,-620.91327,133.42108,3235.375,LEFT_SHOULDER,11220,0
3,-341.93152,143.27766,3199.516,RIGHT_SHOULDER,11220,0
4,-659.29913,-142.72037,3284.5237,LEFT_ELBOW,11220,0
5,-303.24747,-118.73378,3210.9856,RIGHT_ELBOW,11220,0
6,-676.4384,-347.12714,3079.6985,LEFT_HAND,11220,0
7,-368.15457,-370.55594,3030.6667,RIGHT_HAND,11220,0
8,-478.96103,-46.072956,3185.9028,TORSO,11220,0
9,-562.06586,-233.51839,3165.3584,LEFT_HIP,11220,0
10,-390.93347,-227.4722,3143.3618,RIGHT_HIP,11220,0
11,-558.54425,-665.0869,3164.0237,LEFT_KNEE,11220,0
12,-394.77106,-661.0978,3155.3352,RIGHT_KNEE,11220,0
13,-531.53595,-1028.5906,3185.85,LEFT_FOOT,11220,0
14,-395.2803,-1064.595,3191.3665,RIGHT_FOOT,11220,0
0,-484.3064,419.38074,3319.7983,HEAD,11220,0
1,-484.54434,140.57124,3214.7583,NECK,11220,0
2,-624.16455,140.0499,3227.5808,LEFT_SHOULDER,11220,0
3,-344.9241,141.09259,3201.9358,RIGHT_SHOULDER,11220,0
4,-659.88586,-136.99808,3282.9917,LEFT_ELBOW,11220,0
5,-305.6262,-124.87561,3211.4512,RIGHT_ELBOW,11220,0
6,-684.1947,-332.79218,3121.5679,LEFT_HAND,11220,0
7,-365.93823,-369.15427,3041.4363,RIGHT_HAND,11220,0
8,-486.27533,-48.83144,3188.2092,TORSO,11220,0
9,-563.29517,-238.51524,3168.5745,LEFT_HIP,11220,0
10,-412.7175,-237.95299,3154.7458,RIGHT_HIP,11220,0
11,-557.41156,-668.4352,3164.0344,LEFT_KNEE,11220,0
12,-399.24265,-653.3442,3157.1257,RIGHT_KNEE,11220,0
13,-533.83136,-1036.05,3219.971,LEFT_FOOT,11220,0
14,-397.97073,-1058.8706,3191.4648,RIGHT_FOOT,11220,0
0,-487.26715,419.1861,3321.551,HEAD,11220,0
1,-490.4778,140.22629,3224.7043,NECK,11220,0
2,-623.7483,140.19836,3230.0762,LEFT_SHOULDER,11220,0
3,-357.20734,140.25421,3219.3325,RIGHT_SHOULDER,11220,0
4,-660.3981,-136.21747,3284.2644,LEFT_ELBOW,11220,0
5,-305.7474,-120.31366,3211.2314,RIGHT_ELBOW,11220,0
6,-687.727,-337.425,3129.0737,LEFT_HAND,11220,0
7,-352.9424,-315.18994,3050.3555,RIGHT_HAND,11220,0
8,-491.62094,-47.954315,3195.3665,TORSO,11220,0
9,-566.49896,-236.15036,3169.0007,LEFT_HIP,11220,0
10,-419.02917,-236.11948,3163.0564,RIGHT_HIP,11220,0
11,-557.02203,-666.93964,3162.428,LEFT_KNEE,11220,0
12,-402.00674,-651.34564,3161.4338,RIGHT_KNEE,11220,0
13,-536.46704,-1040.3323,3219.7324,LEFT_FOOT,11220,0
14,-397.2795,-1056.3823,3194.0625,RIGHT_FOOT,11220,0
0,-488.58643,418.79044,3323.5483,HEAD,11220,0
1,-490.594,140.4241,3221.4868,NECK,11220,0
2,-624.0982,140.20547,3232.5293,LEFT_SHOULDER,11220,0
3,-357.08978,140.64273,3210.4443,RIGHT_SHOULDER,11220,0
4,-664.4769,-133.7167,3285.289,LEFT_ELBOW,11220,0
5,-306.55185,-117.70038,3209.1206,RIGHT_ELBOW,11220,0
6,-683.09546,-330.3698,3118.314,LEFT_HAND,11220,0
7,-354.7287,-315.0122,3048.274,RIGHT_HAND,11220,0
8,-492.69604,-42.72485,3192.447,TORSO,11220,0
9,-577.64404,-226.00948,3170.2595,LEFT_HIP,11220,0
10,-411.95215,-225.73813,3156.555,RIGHT_HIP,11220,0
11,-558.64124,-664.1382,3162.1777,LEFT_KNEE,11220,0
12,-403.54688,-650.3243,3163.805,RIGHT_KNEE,11220,0
13,-537.11475,-1039.1571,3219.2468,LEFT_FOOT,11220,0
14,-397.00168,-1053.7423,3196.4634,RIGHT_FOOT,11220,0
0,-489.1458,419.61438,3323.7644,HEAD,11220,0
1,-496.21704,146.7751,3224.557,NECK,11220,0
2,-626.8702,147.27054,3232.508,LEFT_SHOULDER,11220,0
3,-365.5639,146.27966,3216.6057,RIGHT_SHOULDER,11220,0
4,-670.55023,-110.4548,3295.7932,LEFT_ELBOW,11220,0
5,-311.56467,-116.82593,3206.2578,RIGHT_ELBOW,11220,0
6,-698.09625,-301.17627,3149.0688,LEFT_HAND,11220,0
7,-356.15613,-323.70892,3052.833,RIGHT_HAND,11220,0
8,-498.70398,-38.863567,3195.259,TORSO,11220,0
9,-583.60815,-224.18971,3170.9768,LEFT_HIP,11220,0
10,-418.77368,-224.81476,3160.9456,RIGHT_HIP,11220,0
11,-567.4891,-655.1212,3171.0852,LEFT_KNEE,11220,0
12,-404.91064,-649.2984,3165.2134,RIGHT_KNEE,11220,0
13,-537.59064,-1041.2372,3220.8667,LEFT_FOOT,11220,1
14,-397.45587,-1050.3068,3196.554,RIGHT_FOOT,11220,0
0,-490.32596,420.09814,3325.0852,HEAD,11220,0
1,-497.1116,147.11638,3229.3726,NECK,11220,0
2,-625.82837,148.61346,3238.6907,LEFT_SHOULDER,11220,0
3,-368.3948,145.6193,3220.0544,RIGHT_SHOULDER,11220,0
4,-681.40717,-96.00679,3304.2808,LEFT_ELBOW,11220,0
5,-313.1998,-119.74051,3202.1428,RIGHT_ELBOW,11220,0
6,-696.4612,-333.57516,3155.6409,LEFT_HAND,11220,0
7,-357.53528,-334.05374,3049.8435,RIGHT_HAND,11220,0
8,-501.49255,-37.184116,3198.4668,TORSO,11220,0
9,-597.056,-220.42407,3174.162,LEFT_HIP,11220,0
10,-414.691,-222.54514,3160.96,RIGHT_HIP,11220,0
11,-566.30115,-656.943,3165.0837,LEFT_KNEE,11220,0
12,-404.5495,-651.96716,3169.1484,RIGHT_KNEE,11220,0
13,-539.1833,-1040.4762,3223.562,LEFT_FOOT,11220,0
14,-397.44788,-1051.7504,3198.6504,RIGHT_FOOT,11220,0
0,-492.5199,420.67816,3332.059,HEAD,11220,0
1,-499.35898,149.81456,3231.0647,NECK,11220,0
2,-627.8892,151.40985,3236.8694,LEFT_SHOULDER,11220,0
3,-370.82874,148.21927,3225.26,RIGHT_SHOULDER,11220,0
4,-682.08844,-96.5777,3301.1282,LEFT_ELBOW,11220,0
5,-316.8426,-114.65411,3206.1472,RIGHT_ELBOW,11220,0
6,-714.0234,-379.55154,3154.3813,LEFT_HAND,11220,0
7,-316.9207,-341.97626,3074.3928,RIGHT_HAND,11220,0
8,-503.03098,-35.568264,3200.706,TORSO,11220,0
9,-596.6233,-219.83502,3174.4084,LEFT_HIP,11220,0
10,-416.78265,-222.06717,3166.2864,RIGHT_HIP,11220,0
11,-574.19666,-655.8085,3177.8809,LEFT_KNEE,11220,0
12,-405.0624,-652.24255,3169.328,RIGHT_KNEE,11220,0
13,-542.0048,-1048.1312,3241.7026,LEFT_FOOT,11220,0
14,-399.81372,-1049.9854,3196.0178,RIGHT_FOOT,11220,0
0,-491.8053,420.671,3331.1055,HEAD,11220,0
1,-500.52713,149.49887,3231.966,NECK,11220,0
2,-629.03705,150.48737,3226.0374,LEFT_SHOULDER,11220,0
3,-372.01724,148.51038,3237.8948,RIGHT_SHOULDER,11220,0
4,-683.3411,-98.45271,3290.9756,LEFT_ELBOW,11220,0
5,-317.5591,-111.30493,3221.8174,RIGHT_ELBOW,11220,0
6,-713.9326,-347.8172,3170.016,LEFT_HAND,11220,0
7,-308.1941,-340.23157,3084.6548,RIGHT_HAND,11220,0
8,-501.19342,-50.69036,3213.0303,TORSO,11220,0
9,-591.1144,-250.19304,3189.9768,LEFT_HIP,11220,0
10,-412.605,-251.56613,3198.2122,RIGHT_HIP,11220,0
11,-575.1401,-687.71924,3193.1924,LEFT_KNEE,11220,0
12,-406.44867,-655.188,3162.9224,RIGHT_KNEE,11220,0
13,-545.8596,-1056.9799,3259.177,LEFT_FOOT,11220,0
14,-402.0131,-1046.1509,3184.3254,RIGHT_FOOT,11220,0
0,-492.47192,420.88,3330.778,HEAD,11220,0
1,-511.07172,151.96278,3239.4553,NECK,11220,0
2,-650.7726,148.30118,3233.4668,LEFT_SHOULDER,11220,0
3,-371.37085,155.62439,3245.4438,RIGHT_SHOULDER,11220,0
4,-687.8998,-105.49373,3287.11,LEFT_ELBOW,11220,0
5,-316.61075,-107.22708,3228.9934,RIGHT_ELBOW,11220,0
6,-747.648,-337.14148,3154.0256,LEFT_HAND,11220,0
7,-312.69504,-338.09378,3138.0488,RIGHT_HAND,11220,0
8,-504.99155,-53.23143,3223.0798,TORSO,11220,0
9,-588.14655,-260.76453,3202.8792,LEFT_HIP,11220,0
10,-409.67618,-256.08676,3210.5295,RIGHT_HIP,11220,0
11,-580.469,-702.6377,3201.188,LEFT_KNEE,11220,0
12,-407.33884,-656.4088,3159.375,RIGHT_KNEE,11220,0
13,-544.86176,-1057.0632,3261.0732,LEFT_FOOT,11220,0
14,-405.02817,-1047.0742,3171.7854,RIGHT_FOOT,11220,0
0,-493.65283,421.64114,3331.7295,HEAD,11220,0
1,-513.8645,151.26242,3243.7495,NECK,11220,0
2,-657.7025,145.93834,3248.198,LEFT_SHOULDER,11220,0
3,-370.02646,156.58649,3239.301,RIGHT_SHOULDER,11220,0
4,-687.2545,-111.07057,3290.3816,LEFT_ELBOW,11220,0
5,-319.56412,-102.405334,3228.9858,RIGHT_ELBOW,11220,0
6,-718.7335,-372.98712,3170.4126,LEFT_HAND,11220,0
7,-311.56378,-343.92877,3143.5776,RIGHT_HAND,11220,0
8,-506.9366,-53.884636,3222.2307,TORSO,11220,0
9,-584.30554,-262.1519,3203.3188,LEFT_HIP,11220,0
10,-415.71194,-255.9115,3198.105,RIGHT_HIP,11220,0
11,-577.75977,-707.0855,3198.4607,LEFT_KNEE,11220,0
